https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT,tradecount
1666396800000,2022-10-22 00:00:00,BNB/USDT,269.890,271.060,268.120,270.270,375436.96,101190492.88410,228394
1666310400000,2022-10-21 00:00:00,BNB/USDT,268.810,271.080,263.090,269.880,979839.70,262292450.00171,443196
1666224000000,2022-10-20 00:00:00,BNB/USDT,271.790,273.290,267.100,268.800,798786.29,216153916.61154,380391
1666137600000,2022-10-19 00:00:00,BNB/USDT,272.980,273.870,270.200,271.780,630654.29,171513713.95370,316145
1666051200000,2022-10-18 00:00:00,BNB/USDT,275.530,275.900,270.120,272.990,795262.09,217168932.21871,367844
1665964800000,2022-10-17 00:00:00,BNB/USDT,272.310,275.820,269.510,275.540,734925.44,200815048.26798,379787
1665878400000,2022-10-16 00:00:00,BNB/USDT,267.960,273.740,267.720,272.310,600305.40,162594558.11531,308798
1665792000000,2022-10-15 00:00:00,BNB/USDT,269.300,271.320,267.180,267.960,509635.39,137495428.96565,289477
1665705600000,2022-10-14 00:00:00,BNB/USDT,271.390,276.650,267.390,269.300,1135601.69,309791008.84093,512868
1665619200000,2022-10-13 00:00:00,BNB/USDT,270.800,273.660,255.000,271.400,2116323.33,561185772.66166,861574
1665532800000,2022-10-12 00:00:00,BNB/USDT,271.390,272.880,269.180,270.800,750582.36,203538653.73080,361930
1665446400000,2022-10-11 00:00:00,BNB/USDT,271.470,273.860,267.000,271.400,1091096.90,295474333.83915,505416
1665360000000,2022-10-10 00:00:00,BNB/USDT,278.190,279.100,271.140,271.470,1022889.84,281058218.77299,463046
1665273600000,2022-10-09 00:00:00,BNB/USDT,276.240,279.420,275.020,278.200,696640.22,193319999.94670,336792
1665187200000,2022-10-08 00:00:00,BNB/USDT,282.150,282.590,275.270,276.230,848461.92,237440628.42925,395278
1665100800000,2022-10-07 00:00:00,BNB/USDT,286.770,286.770,279.200,282.160,1779227.74,504431296.13382,755139
1665014400000,2022-10-06 00:00:00,BNB/USDT,293.980,297.800,278.000,286.760,2296853.58,661370541.13836,914384
1664928000000,2022-10-05 00:00:00,BNB/USDT,295.990,296.120,289.190,293.980,917613.59,268678726.92693,503769
1664841600000,2022-10-04 00:00:00,BNB/USDT,286.840,298.350,286.000,296.000,1277434.78,373760741.13699,622426
1664755200000,2022-10-03 00:00:00,BNB/USDT,284.630,288.990,283.000,286.830,1208709.28,345927435.42525,535052
1664668800000,2022-10-02 00:00:00,BNB/USDT,282.810,287.990,279.240,284.630,978480.96,277209661.73129,459302
1664582400000,2022-10-01 00:00:00,BNB/USDT,284.650,285.300,277.600,282.800,773576.71,218132573.18128,412945
1664496000000,2022-09-30 00:00:00,BNB/USDT,284.060,289.760,280.380,284.650,1610532.91,458867081.96956,717012
1664409600000,2022-09-29 00:00:00,BNB/USDT,281.470,285.450,276.880,284.040,1469398.95,413818878.36728,690637
1664323200000,2022-09-28 00:00:00,BNB/USDT,272.030,283.680,266.200,281.470,1536301.46,421126340.70830,701618
1664236800000,2022-09-27 00:00:00,BNB/USDT,276.000,286.650,268.000,272.030,1785896.47,497772849.27312,756079
1664150400000,2022-09-26 00:00:00,BNB/USDT,274.010,276.830,270.530,276.010,1101271.03,301538144.80109,567923
1664064000000,2022-09-25 00:00:00,BNB/USDT,274.320,279.860,270.900,274.040,1069732.24,294670378.49722,522782
1663977600000,2022-09-24 00:00:00,BNB/USDT,276.460,285.310,274.000,274.320,1469625.39,411351747.41841,687811
1663891200000,2022-09-23 00:00:00,BNB/USDT,275.210,277.600,268.100,276.450,1295727.70,353753757.97889,656419
1663804800000,2022-09-22 00:00:00,BNB/USDT,263.700,276.450,263.230,275.210,1259379.60,338716047.02948,613328
1663718400000,2022-09-21 00:00:00,BNB/USDT,266.130,276.470,260.000,263.700,1731125.00,463421361.79287,849796
1663632000000,2022-09-20 00:00:00,BNB/USDT,271.800,273.580,264.920,266.130,1095316.60,294457913.51024,563579
1663545600000,2022-09-19 00:00:00,BNB/USDT,266.180,273.090,256.300,271.800,1711658.62,452846622.34766,815313
1663459200000,2022-09-18 00:00:00,BNB/USDT,278.770,280.360,262.130,266.190,1178431.27,321996071.42613,589245
1663372800000,2022-09-17 00:00:00,BNB/USDT,274.750,279.820,274.380,278.760,663363.70,183907662.45655,382098
1663286400000,2022-09-16 00:00:00,BNB/USDT,270.940,276.330,268.220,274.760,1107493.71,302783785.77997,600368
1663200000000,2022-09-15 00:00:00,BNB/USDT,279.140,280.310,266.400,270.950,1450498.36,396862351.58806,745042
1663113600000,2022-09-14 00:00:00,BNB/USDT,277.220,282.580,273.000,279.140,1280447.11,356973901.01987,610336
1663027200000,2022-09-13 00:00:00,BNB/USDT,293.800,298.500,275.160,277.230,1856311.65,531009424.61744,893059
1662940800000,2022-09-12 00:00:00,BNB/USDT,295.070,300.000,290.560,293.810,1370480.10,404211190.15543,692254
1662854400000,2022-09-11 00:00:00,BNB/USDT,296.470,297.890,289.350,295.070,804809.74,236920506.80816,462526
1662768000000,2022-09-10 00:00:00,BNB/USDT,293.140,298.480,290.230,296.470,1025193.27,301703930.52623,551695
1662681600000,2022-09-09 00:00:00,BNB/USDT,280.410,295.950,279.890,293.140,1505091.93,436149831.07631,732019
1662595200000,2022-09-08 00:00:00,BNB/USDT,278.960,282.890,275.210,280.410,1542173.57,430242169.72326,679435
1662508800000,2022-09-07 00:00:00,BNB/USDT,262.230,280.680,257.740,278.950,1724893.13,462570180.29355,753047
1662422400000,2022-09-06 00:00:00,BNB/USDT,276.700,286.400,260.220,262.240,2492979.44,686124381.14987,1056132
1662336000000,2022-09-05 00:00:00,BNB/USDT,278.970,282.470,273.030,276.700,1165569.09,321886212.12685,541886
1662249600000,2022-09-04 00:00:00,BNB/USDT,277.640,280.680,274.740,278.980,887989.61,246787700.74855,448272
1662163200000,2022-09-03 00:00:00,BNB/USDT,277.210,278.660,274.000,277.640,696975.84,192755869.41893,390587
1662076800000,2022-09-02 00:00:00,BNB/USDT,278.180,283.500,273.330,277.220,1572494.28,438010788.77205,742357
1661990400000,2022-09-01 00:00:00,BNB/USDT,278.990,280.210,270.290,278.180,1867546.39,514989677.07904,863498
1661904000000,2022-08-31 00:00:00,BNB/USDT,281.420,289.920,277.440,278.990,1805983.38,513714860.63336,826696
1661817600000,2022-08-30 00:00:00,BNB/USDT,285.620,291.940,276.210,281.420,2077155.32,591338373.38784,892003
1661731200000,2022-08-29 00:00:00,BNB/USDT,276.230,286.560,271.940,285.610,2162177.72,604169358.72278,915761
1661644800000,2022-08-28 00:00:00,BNB/USDT,277.660,283.900,275.300,276.230,1434558.06,400379426.01247,700046
1661558400000,2022-08-27 00:00:00,BNB/USDT,279.310,284.450,272.800,277.660,1560621.56,436074177.07440,779518
1661472000000,2022-08-26 00:00:00,BNB/USDT,301.010,302.330,276.960,279.300,2266578.32,661501344.81929,1004587
1661385600000,2022-08-25 00:00:00,BNB/USDT,296.060,307.860,295.510,301.000,1567672.11,472601475.42260,725571
1661299200000,2022-08-24 00:00:00,BNB/USDT,299.150,300.420,293.870,296.060,1545887.35,459253072.86854,732251
1661212800000,2022-08-23 00:00:00,BNB/USDT,299.820,301.790,293.490,299.140,1806970.07,538119816.92658,849655
1661126400000,2022-08-22 00:00:00,BNB/USDT,301.610,305.000,288.540,299.820,2516372.94,745093234.60263,1059180
1661040000000,2022-08-21 00:00:00,BNB/USDT,283.410,304.310,283.170,301.610,2478139.64,732307391.05697,1074019
1660953600000,2022-08-20 00:00:00,BNB/USDT,278.990,288.860,276.550,283.410,1888916.00,536891192.94372,827458
1660867200000,2022-08-19 00:00:00,BNB/USDT,297.960,298.150,273.100,278.990,2892940.58,824644439.47484,1168056
1660780800000,2022-08-18 00:00:00,BNB/USDT,306.790,310.400,295.220,297.960,1749054.81,532686557.20917,781266
1660694400000,2022-08-17 00:00:00,BNB/USDT,315.930,324.160,303.500,306.750,2133079.41,666614955.21830,955562
1660608000000,2022-08-16 00:00:00,BNB/USDT,319.290,322.290,311.690,315.940,1456876.10,460981769.57516,690797
1660521600000,2022-08-15 00:00:00,BNB/USDT,317.590,327.330,313.570,319.310,1833422.31,585024647.00631,830400
1660435200000,2022-08-14 00:00:00,BNB/USDT,324.000,330.800,315.430,317.600,1483287.31,479665233.87469,720598
1660348800000,2022-08-13 00:00:00,BNB/USDT,327.900,333.000,322.500,324.000,1567750.15,514123434.67380,742829
1660262400000,2022-08-12 00:00:00,BNB/USDT,323.290,328.000,317.510,327.880,1635804.27,528300122.29412,756912
1660176000000,2022-08-11 00:00:00,BNB/USDT,328.660,334.680,321.650,323.290,1863553.58,613627275.45407,934053
1660089600000,2022-08-10 00:00:00,BNB/USDT,324.300,336.900,313.470,328.660,3111154.02,1011748028.77658,1359417
1660003200000,2022-08-09 00:00:00,BNB/USDT,324.540,328.500,312.060,324.300,2054151.89,658808585.42656,931247
1659916800000,2022-08-08 00:00:00,BNB/USDT,322.770,333.990,321.000,324.550,2343153.95,766922027.47309,1002163
1659830400000,2022-08-07 00:00:00,BNB/USDT,315.140,326.000,308.210,322.770,2115584.57,673062854.31295,902825
1659744000000,2022-08-06 00:00:00,BNB/USDT,315.700,322.990,312.590,315.140,1674866.78,530925281.80399,800405
1659657600000,2022-08-05 00:00:00,BNB/USDT,311.720,321.340,308.000,315.700,2608972.56,822435197.76965,1143068
1659571200000,2022-08-04 00:00:00,BNB/USDT,297.540,313.670,297.130,311.710,3251014.13,990910083.56094,1359160
1659484800000,2022-08-03 00:00:00,BNB/USDT,283.680,305.900,278.070,297.530,2378613.59,701125098.24515,1061444
1659398400000,2022-08-02 00:00:00,BNB/USDT,283.120,291.270,274.090,283.660,1897902.05,535400119.42922,876522
1659312000000,2022-08-01 00:00:00,BNB/USDT,283.320,290.550,277.850,283.120,1372291.85,390474388.72419,683189
1659225600000,2022-07-31 00:00:00,BNB/USDT,287.800,297.260,282.030,283.310,1435179.37,417342964.23725,718656
1659139200000,2022-07-30 00:00:00,BNB/USDT,293.900,300.500,284.920,287.760,1937426.74,567355357.60297,931375
1659052800000,2022-07-29 00:00:00,BNB/USDT,277.100,302.570,274.770,293.900,3100487.69,898313448.56045,1253174
1658966400000,2022-07-28 00:00:00,BNB/USDT,271.540,280.930,263.600,277.100,2070397.14,562701468.26947,866873
1658880000000,2022-07-27 00:00:00,BNB/USDT,249.290,272.100,247.390,271.540,2116504.58,548587506.29427,874142
1658793600000,2022-07-26 00:00:00,BNB/USDT,244.510,249.560,239.400,249.310,1352071.63,328872958.13950,569868
1658707200000,2022-07-25 00:00:00,BNB/USDT,261.200,262.590,244.010,244.500,1527082.05,387930080.11373,632912
1658620800000,2022-07-24 00:00:00,BNB/USDT,258.910,266.220,257.080,261.190,1053232.77,276213969.11304,489673
1658534400000,2022-07-23 00:00:00,BNB/USDT,262.280,272.710,252.510,258.900,1638795.61,427574482.00308,753815
1658448000000,2022-07-22 00:00:00,BNB/USDT,265.450,271.360,261.070,262.280,1325475.63,353308330.33626,665957
1658361600000,2022-07-21 00:00:00,BNB/USDT,258.110,265.880,250.490,265.490,1468808.37,379182999.11419,686355
1658275200000,2022-07-20 00:00:00,BNB/USDT,268.550,271.880,256.280,258.110,1837624.34,488541735.92014,819030
1658188800000,2022-07-19 00:00:00,BNB/USDT,263.960,274.770,255.650,268.540,2121950.70,561218736.94199,895646
1658102400000,2022-07-18 00:00:00,BNB/USDT,247.640,265.630,247.500,263.960,1994212.49,516268258.00476,849014
1658016000000,2022-07-17 00:00:00,BNB/USDT,249.710,255.640,246.400,247.630,1551025.94,389811878.26536,650340
1657929600000,2022-07-16 00:00:00,BNB/USDT,238.460,251.570,233.710,249.750,1615934.27,392295504.47916,649807
1657843200000,2022-07-15 00:00:00,BNB/USDT,238.460,242.600,235.350,238.460,1356107.34,323164806.65198,581235
1657756800000,2022-07-14 00:00:00,BNB/USDT,230.290,240.000,226.880,238.460,1931864.91,450080837.01674,711761
1657670400000,2022-07-13 00:00:00,BNB/USDT,220.340,230.900,216.130,230.280,2388838.89,533532139.66839,806217
1657584000000,2022-07-12 00:00:00,BNB/USDT,225.430,228.170,219.900,220.330,1431523.63,320854153.95206,552614
1657497600000,2022-07-11 00:00:00,BNB/USDT,234.570,234.880,224.810,225.430,1376849.69,317562760.40648,575186
1657411200000,2022-07-10 00:00:00,BNB/USDT,243.100,243.290,231.510,234.570,1275968.45,300848106.69303,520124
1657324800000,2022-07-09 00:00:00,BNB/USDT,240.460,244.980,240.430,243.090,932609.22,226394729.74550,420428
1657238400000,2022-07-08 00:00:00,BNB/USDT,241.250,249.000,236.800,240.450,2011203.30,485110180.17790,764727
1657152000000,2022-07-07 00:00:00,BNB/USDT,238.370,243.710,235.060,241.240,1683314.33,402965664.34610,632903
1657065600000,2022-07-06 00:00:00,BNB/USDT,230.550,239.980,228.800,238.360,2122998.63,499965058.25510,795583
1656979200000,2022-07-05 00:00:00,BNB/USDT,231.390,236.430,222.710,230.530,2325401.85,533373210.93007,838937
1656892800000,2022-07-04 00:00:00,BNB/USDT,218.950,232.130,214.500,231.400,1806089.90,402840136.85775,690697
1656806400000,2022-07-03 00:00:00,BNB/USDT,218.150,220.200,213.930,218.970,1381108.61,300262290.32810,516718
1656720000000,2022-07-02 00:00:00,BNB/USDT,216.690,219.680,213.590,218.140,1293629.91,280029867.80340,537961
1656633600000,2022-07-01 00:00:00,BNB/USDT,219.430,226.660,213.310,216.650,2399212.50,527426510.26176,940687
1656547200000,2022-06-30 00:00:00,BNB/USDT,219.570,220.110,205.420,219.420,2338381.16,496360779.75607,899668
1656460800000,2022-06-29 00:00:00,BNB/USDT,226.800,229.550,215.210,219.550,1990015.12,439398946.85768,813297
1656374400000,2022-06-28 00:00:00,BNB/USDT,233.620,242.590,225.670,226.800,2205991.91,519333336.47634,821890
1656288000000,2022-06-27 00:00:00,BNB/USDT,233.800,240.900,229.900,233.620,1585578.32,372965735.05964,643184
1656201600000,2022-06-26 00:00:00,BNB/USDT,239.450,245.460,233.000,233.800,1462174.58,349529933.06443,620473
1656115200000,2022-06-25 00:00:00,BNB/USDT,240.040,242.000,229.330,239.490,1612632.23,381912637.99111,677364
1656028800000,2022-06-24 00:00:00,BNB/USDT,228.660,243.400,228.100,240.030,2135351.54,502874470.76207,814512
1655942400000,2022-06-23 00:00:00,BNB/USDT,214.030,230.670,213.790,228.650,2633034.09,590044014.51156,915673
1655856000000,2022-06-22 00:00:00,BNB/USDT,219.920,220.800,211.000,214.020,2090339.67,450958104.86775,800648
1655769600000,2022-06-21 00:00:00,BNB/USDT,216.350,228.220,212.940,219.900,2327216.72,515574960.54061,901309
1655683200000,2022-06-20 00:00:00,BNB/USDT,214.860,219.580,204.510,216.370,2715520.80,576871644.07034,1016546
1655596800000,2022-06-19 00:00:00,BNB/USDT,196.790,216.800,189.530,214.860,3281401.39,666767167.18194,1251626
1655510400000,2022-06-18 00:00:00,BNB/USDT,215.640,218.990,182.970,196.800,4412622.54,878040902.37303,1505716
1655424000000,2022-06-17 00:00:00,BNB/USDT,210.130,221.970,207.630,215.640,2285712.78,493749608.31257,912041
1655337600000,2022-06-16 00:00:00,BNB/USDT,233.470,237.200,207.510,210.130,2981163.47,655862178.25157,1190455
1655251200000,2022-06-15 00:00:00,BNB/USDT,222.990,234.560,198.140,233.510,5239003.76,1115699642.38724,1966041
1655164800000,2022-06-14 00:00:00,BNB/USDT,222.810,231.340,203.810,222.980,4321800.76,951963847.12707,1729608
1655078400000,2022-06-13 00:00:00,BNB/USDT,254.510,257.760,213.000,222.840,5576953.34,1279125088.78853,2163780
1654992000000,2022-06-12 00:00:00,BNB/USDT,269.670,271.840,250.590,254.550,2478261.99,643341216.85253,1024814
1654905600000,2022-06-11 00:00:00,BNB/USDT,286.070,290.490,264.900,269.670,2106150.18,583346333.61600,951766
1654819200000,2022-06-10 00:00:00,BNB/USDT,289.640,299.300,282.180,286.070,2288187.72,662050132.05180,948592
1654732800000,2022-06-09 00:00:00,BNB/USDT,288.270,293.350,286.060,289.640,967259.86,280119061.90088,503358
1654646400000,2022-06-08 00:00:00,BNB/USDT,290.170,294.570,283.730,288.260,1576192.59,456712739.20791,673826
1654560000000,2022-06-07 00:00:00,BNB/USDT,294.770,295.980,273.200,290.150,3697795.19,1051927742.66680,1449650
1654473600000,2022-06-06 00:00:00,BNB/USDT,298.910,312.620,286.800,294.770,2209575.08,664568336.22522,964580
1654387200000,2022-06-05 00:00:00,BNB/USDT,301.240,302.480,294.470,298.950,969504.78,289172964.79901,505668
1654300800000,2022-06-04 00:00:00,BNB/USDT,298.360,303.000,294.380,301.210,833671.36,249436734.05501,481806
1654214400000,2022-06-03 00:00:00,BNB/USDT,308.180,310.190,293.000,298.360,1259528.89,377632393.30389,667948
1654128000000,2022-06-02 00:00:00,BNB/USDT,300.290,309.120,297.880,308.180,1131724.91,343044281.39230,639126
1654041600000,2022-06-01 00:00:00,BNB/USDT,320.850,324.600,297.150,300.250,1818491.01,565575778.73641,867173
1653955200000,2022-05-31 00:00:00,BNB/USDT,321.610,324.820,313.180,320.860,1436771.00,459290553.93655,742024
1653868800000,2022-05-30 00:00:00,BNB/USDT,305.670,323.970,303.690,321.570,2026665.34,640733572.36960,893501
1653782400000,2022-05-29 00:00:00,BNB/USDT,307.270,307.950,298.180,305.670,1279213.55,387476542.62615,596798
1653696000000,2022-05-28 00:00:00,BNB/USDT,301.370,310.670,296.620,307.260,1306482.06,396564672.31940,668540
1653609600000,2022-05-27 00:00:00,BNB/USDT,302.580,309.750,290.200,301.360,2732795.38,820766357.68208,1301039
1653523200000,2022-05-26 00:00:00,BNB/USDT,325.370,331.830,295.000,302.650,3015380.05,944691302.35440,1296413
1653436800000,2022-05-25 00:00:00,BNB/USDT,328.130,337.880,323.600,325.370,1913889.89,630738980.18237,936683
1653350400000,2022-05-24 00:00:00,BNB/USDT,316.920,330.450,311.510,328.140,2287314.91,736875311.73118,1032683
1653264000000,2022-05-23 00:00:00,BNB/USDT,319.060,336.900,315.000,316.920,2154002.89,705119963.54465,1017380
1653177600000,2022-05-22 00:00:00,BNB/USDT,312.140,323.600,311.180,319.100,1297813.20,411958710.56029,628428
1653091200000,2022-05-21 00:00:00,BNB/USDT,301.950,313.980,298.990,312.130,961901.74,295968787.82941,533426
1653004800000,2022-05-20 00:00:00,BNB/USDT,306.750,316.400,293.710,301.950,1975481.57,603765001.46243,884775
1652918400000,2022-05-19 00:00:00,BNB/USDT,287.420,308.930,286.320,306.700,1485233.57,445012009.90570,770084
1652832000000,2022-05-18 00:00:00,BNB/USDT,305.910,308.440,286.260,287.360,1385025.13,410592299.57163,700667
1652745600000,2022-05-17 00:00:00,BNB/USDT,297.030,310.530,295.780,305.910,1229899.76,373466372.26993,681343
1652659200000,2022-05-16 00:00:00,BNB/USDT,312.060,312.200,290.000,297.000,1530734.98,456061242.40503,769918
1652572800000,2022-05-15 00:00:00,BNB/USDT,296.650,312.670,285.260,312.050,1278913.47,381838114.74030,653638
1652486400000,2022-05-14 00:00:00,BNB/USDT,290.430,299.270,271.680,296.660,1586861.01,453619611.43475,799016
1652400000000,2022-05-13 00:00:00,BNB/USDT,268.540,313.250,265.030,290.450,2530481.62,756372406.97567,1179382
1652313600000,2022-05-12 00:00:00,BNB/USDT,271.260,285.050,216.390,268.540,5510005.36,1414274954.69360,2096151
1652227200000,2022-05-11 00:00:00,BNB/USDT,318.900,322.810,260.040,271.260,3559749.91,1043136782.25835,1768558
1652140800000,2022-05-10 00:00:00,BNB/USDT,295.470,332.560,288.370,318.900,2881545.74,911740725.38296,1440143
1652054400000,2022-05-09 00:00:00,BNB/USDT,355.750,359.190,294.680,295.500,2629604.41,849361599.47464,1331213
1651968000000,2022-05-08 00:00:00,BNB/USDT,365.300,366.920,349.010,355.730,1075905.35,384605212.50591,677482
1651881600000,2022-05-07 00:00:00,BNB/USDT,378.890,380.510,359.750,365.300,784221.28,292524347.02930,574592
1651795200000,2022-05-06 00:00:00,BNB/USDT,378.060,383.200,370.320,378.890,1003890.61,379109821.88035,673584
1651708800000,2022-05-05 00:00:00,BNB/USDT,402.300,414.000,370.000,378.060,1978236.02,777688754.61103,1088869
1651622400000,2022-05-04 00:00:00,BNB/USDT,383.520,402.930,382.400,402.290,840117.47,329754884.73836,591643
1651536000000,2022-05-03 00:00:00,BNB/USDT,389.320,392.170,379.500,383.520,564647.53,218105901.63216,441774
1651449600000,2022-05-02 00:00:00,BNB/USDT,389.550,392.350,381.910,389.320,706575.94,274076890.43660,519593
1651363200000,2022-05-01 00:00:00,BNB/USDT,376.520,391.280,374.900,389.600,750979.93,288542892.86709,613807
1651276800000,2022-04-30 00:00:00,BNB/USDT,392.690,399.850,375.730,376.520,780989.76,304619811.13095,552994
1651190400000,2022-04-29 00:00:00,BNB/USDT,406.800,410.450,389.460,392.690,916921.92,366058363.43524,633393
1651104000000,2022-04-28 00:00:00,BNB/USDT,391.220,408.430,388.170,406.800,1282360.05,514363448.48345,749606
1651017600000,2022-04-27 00:00:00,BNB/USDT,385.650,394.720,383.100,391.210,801963.01,312515384.33690,547223
1650931200000,2022-04-26 00:00:00,BNB/USDT,404.120,407.510,380.450,385.670,958912.49,377224048.89940,633666
1650844800000,2022-04-25 00:00:00,BNB/USDT,398.620,405.830,381.790,404.110,1100960.85,432754128.12008,743589
1650758400000,2022-04-24 00:00:00,BNB/USDT,400.840,405.120,396.960,398.630,448935.69,180292041.75050,394461
1650672000000,2022-04-23 00:00:00,BNB/USDT,406.450,408.060,396.000,400.840,510375.51,206059404.52688,433041
1650585600000,2022-04-22 00:00:00,BNB/USDT,404.660,413.870,403.160,406.450,759932.92,310627520.04000,548932
1650499200000,2022-04-21 00:00:00,BNB/USDT,418.020,426.000,400.720,404.670,931774.15,388487539.86369,652635
1650412800000,2022-04-20 00:00:00,BNB/USDT,422.150,431.440,414.560,418.030,856260.64,361974656.78431,619057
1650326400000,2022-04-19 00:00:00,BNB/USDT,416.700,424.500,414.530,422.160,842773.91,353764468.98814,558395
1650240000000,2022-04-18 00:00:00,BNB/USDT,406.370,417.850,395.750,416.670,964721.27,391478212.27594,634304
1650153600000,2022-04-17 00:00:00,BNB/USDT,417.150,418.200,405.280,406.370,488529.64,202106421.04318,354609
1650067200000,2022-04-16 00:00:00,BNB/USDT,416.950,418.890,411.500,417.140,400183.81,166179045.10730,309806
1649980800000,2022-04-15 00:00:00,BNB/USDT,414.580,419.860,412.410,416.940,560730.82,233610557.68110,406757
1649894400000,2022-04-14 00:00:00,BNB/USDT,423.030,426.870,411.100,414.580,760757.57,317959205.63171,599048
1649808000000,2022-04-13 00:00:00,BNB/USDT,413.470,424.490,410.080,423.020,1256009.65,524477423.99614,836900
1649721600000,2022-04-12 00:00:00,BNB/USDT,394.250,416.810,392.100,413.470,1157766.33,472479170.44523,824990
1649635200000,2022-04-11 00:00:00,BNB/USDT,417.740,419.430,391.000,394.250,1225224.67,497159750.36306,793444
1649548800000,2022-04-10 00:00:00,BNB/USDT,426.480,429.540,416.540,417.750,597495.62,253219814.37262,464473
1649462400000,2022-04-09 00:00:00,BNB/USDT,421.230,427.980,419.500,426.480,466443.41,197614723.39701,443589
1649376000000,2022-04-08 00:00:00,BNB/USDT,435.750,441.000,418.100,421.270,896736.16,385773197.83691,745953
1649289600000,2022-04-07 00:00:00,BNB/USDT,419.870,438.430,416.010,435.780,1094866.90,470976013.28925,759213
1649203200000,2022-04-06 00:00:00,BNB/USDT,444.590,444.670,418.040,419.930,1263497.48,545824552.00639,848748
1649116800000,2022-04-05 00:00:00,BNB/USDT,447.510,460.000,444.010,444.580,938054.31,424394909.87565,652445
1649030400000,2022-04-04 00:00:00,BNB/USDT,450.480,450.670,433.390,447.510,855867.61,379638980.82418,564330
1648944000000,2022-04-03 00:00:00,BNB/USDT,437.290,455.900,432.010,450.520,735504.22,327314409.24688,513370
1648857600000,2022-04-02 00:00:00,BNB/USDT,447.660,454.370,435.510,437.300,815505.10,364019364.38308,582090
1648771200000,2022-04-01 00:00:00,BNB/USDT,428.710,448.240,413.010,447.660,1117025.02,481954207.23775,673319
1648684800000,2022-03-31 00:00:00,BNB/USDT,442.170,452.700,423.820,428.750,1231302.11,539838601.20659,714276
1648598400000,2022-03-30 00:00:00,BNB/USDT,434.270,449.750,425.500,442.170,1053441.85,463276974.59376,598246
1648512000000,2022-03-29 00:00:00,BNB/USDT,430.410,442.000,429.490,434.280,860089.24,375023686.02893,497742
1648425600000,2022-03-28 00:00:00,BNB/USDT,430.480,441.130,427.550,430.430,1045694.35,454889993.99683,602726
1648339200000,2022-03-27 00:00:00,BNB/USDT,415.640,431.720,411.400,430.490,741824.79,311504434.47851,466865
1648252800000,2022-03-26 00:00:00,BNB/USDT,410.160,416.290,407.230,415.640,466483.97,192646083.67081,335399
1648166400000,2022-03-25 00:00:00,BNB/USDT,414.090,421.620,405.310,410.150,898707.94,371994899.55073,539257
1648080000000,2022-03-24 00:00:00,BNB/USDT,408.350,416.550,404.880,414.080,902179.94,370877141.05761,530545
1647993600000,2022-03-23 00:00:00,BNB/USDT,404.040,411.870,397.740,408.360,788232.23,318555006.54753,489080
1647907200000,2022-03-22 00:00:00,BNB/USDT,395.820,410.000,394.780,404.050,920796.38,373067634.96313,508508
1647820800000,2022-03-21 00:00:00,BNB/USDT,390.740,399.160,385.140,395.810,714847.88,281388117.86291,456987
1647734400000,2022-03-20 00:00:00,BNB/USDT,399.700,400.870,386.220,390.740,616312.91,242281673.53963,446904
1647648000000,2022-03-19 00:00:00,BNB/USDT,396.910,406.390,394.670,399.710,726942.69,291229787.31945,464088
1647561600000,2022-03-18 00:00:00,BNB/USDT,391.750,400.300,383.710,396.900,843935.70,330003977.81482,489202
1647475200000,2022-03-17 00:00:00,BNB/USDT,385.240,393.640,381.580,391.740,806632.70,312716491.08049,488541
1647388800000,2022-03-16 00:00:00,BNB/USDT,371.510,386.600,367.600,385.250,1087376.63,410184307.31104,636969
1647302400000,2022-03-15 00:00:00,BNB/USDT,373.280,374.710,361.350,371.510,740553.28,272872896.33083,474221
1647216000000,2022-03-14 00:00:00,BNB/USDT,361.060,374.000,359.050,373.270,810016.97,297648061.52073,488614
1647129600000,2022-03-13 00:00:00,BNB/USDT,372.130,376.990,359.530,361.060,716405.55,264958762.95957,510578
1647043200000,2022-03-12 00:00:00,BNB/USDT,371.790,379.130,370.650,372.130,562882.47,211422116.68120,479674
1646956800000,2022-03-11 00:00:00,BNB/USDT,371.750,379.810,364.440,371.800,921756.69,343069533.43213,643698
