https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,tradecount
1662768000000,2022-09-10 00:00:00,XRP/USDT,0.3566,0.3619,0.3510,0.3572,709660483.6,252561296.65497,338981
1662681600000,2022-09-09 00:00:00,XRP/USDT,0.3394,0.3596,0.3392,0.3565,1107677887.2,386717271.26854,485954
1662595200000,2022-09-08 00:00:00,XRP/USDT,0.3367,0.3433,0.3280,0.3394,993581039.1,331776154.54897,425547
1662508800000,2022-09-07 00:00:00,XRP/USDT,0.3209,0.3385,0.3120,0.3367,1031330046.7,335168022.40983,432491
1662422400000,2022-09-06 00:00:00,XRP/USDT,0.3328,0.3429,0.3170,0.3210,1423458026.6,471756165.01720,564002
1662336000000,2022-09-05 00:00:00,XRP/USDT,0.3316,0.3337,0.3222,0.3327,724174537.3,237563769.30402,321587
1662249600000,2022-09-04 00:00:00,XRP/USDT,0.3294,0.3325,0.3271,0.3315,419029611.9,138385889.30315,225287
1662163200000,2022-09-03 00:00:00,XRP/USDT,0.3312,0.3345,0.3262,0.3294,451808937.1,148780950.05496,229812
1662076800000,2022-09-02 00:00:00,XRP/USDT,0.3329,0.3352,0.3249,0.3311,791767935.9,261372169.24818,361161
1661990400000,2022-09-01 00:00:00,XRP/USDT,0.3273,0.3332,0.3212,0.3329,726415742.5,237014056.25248,343562
1661904000000,2022-08-31 00:00:00,XRP/USDT,0.3265,0.3338,0.3228,0.3273,809176007.8,266545714.01638,368913
1661817600000,2022-08-30 00:00:00,XRP/USDT,0.3334,0.3356,0.3191,0.3266,931210903.4,305472557.42510,406251
1661731200000,2022-08-29 00:00:00,XRP/USDT,0.3222,0.3340,0.3182,0.3335,1121275672.4,364181259.00379,468747
1661644800000,2022-08-28 00:00:00,XRP/USDT,0.3345,0.3372,0.3211,0.3223,678201742.1,224824826.05340,338106
1661558400000,2022-08-27 00:00:00,XRP/USDT,0.3391,0.3447,0.3278,0.3344,761322435.8,254801818.52296,404083
1661472000000,2022-08-26 00:00:00,XRP/USDT,0.3487,0.3710,0.3321,0.3391,2172510252.2,763311293.03909,893757
1661385600000,2022-08-25 00:00:00,XRP/USDT,0.3454,0.3522,0.3432,0.3486,644857274.9,223985780.93447,332162
1661299200000,2022-08-24 00:00:00,XRP/USDT,0.3470,0.3524,0.3386,0.3454,646463989.8,222568201.68217,331171
1661212800000,2022-08-23 00:00:00,XRP/USDT,0.3437,0.3479,0.3322,0.3471,721220495.1,245750421.85105,344191
1661126400000,2022-08-22 00:00:00,XRP/USDT,0.3445,0.3451,0.3309,0.3436,843581133.4,284535051.45298,414448
1661040000000,2022-08-21 00:00:00,XRP/USDT,0.3365,0.3483,0.3352,0.3445,647273269.0,221569159.50420,321329
1660953600000,2022-08-20 00:00:00,XRP/USDT,0.3342,0.3424,0.3316,0.3364,806673778.0,273015469.19479,370494
1660867200000,2022-08-19 00:00:00,XRP/USDT,0.3700,0.3704,0.3226,0.3341,1650442855.5,570281916.40673,681417
1660780800000,2022-08-18 00:00:00,XRP/USDT,0.3794,0.3813,0.3686,0.3700,910479887.1,341891686.41118,424872
1660694400000,2022-08-17 00:00:00,XRP/USDT,0.3767,0.3923,0.3675,0.3794,1485308861.0,564856407.49975,660237
1660608000000,2022-08-16 00:00:00,XRP/USDT,0.3750,0.3782,0.3662,0.3768,821759032.9,306873075.25984,383655
1660521600000,2022-08-15 00:00:00,XRP/USDT,0.3754,0.3849,0.3654,0.3750,996968621.0,372388360.00204,432096
1660435200000,2022-08-14 00:00:00,XRP/USDT,0.3777,0.3921,0.3734,0.3754,873004531.5,333746284.67945,397219
1660348800000,2022-08-13 00:00:00,XRP/USDT,0.3793,0.3878,0.3759,0.3776,583938219.4,222103794.81334,280765
1660262400000,2022-08-12 00:00:00,XRP/USDT,0.3800,0.3803,0.3695,0.3794,623719167.4,233947514.14968,298384
1660176000000,2022-08-11 00:00:00,XRP/USDT,0.3812,0.3860,0.3767,0.3800,771238445.5,293861183.50618,350764
1660089600000,2022-08-10 00:00:00,XRP/USDT,0.3670,0.3814,0.3578,0.3813,879170598.9,325759188.51573,402458
1660003200000,2022-08-09 00:00:00,XRP/USDT,0.3785,0.3799,0.3599,0.3671,651766957.7,241062630.05201,316458
1659916800000,2022-08-08 00:00:00,XRP/USDT,0.3719,0.3847,0.3708,0.3785,712836604.7,270222977.14754,342514
1659830400000,2022-08-07 00:00:00,XRP/USDT,0.3712,0.3769,0.3677,0.3719,363442527.1,135403470.81880,194121
1659744000000,2022-08-06 00:00:00,XRP/USDT,0.3762,0.3777,0.3700,0.3711,373937282.1,139866699.27878,197766
1659657600000,2022-08-05 00:00:00,XRP/USDT,0.3709,0.3785,0.3669,0.3761,658923170.3,245959821.40390,332595
1659571200000,2022-08-04 00:00:00,XRP/USDT,0.3692,0.3748,0.3637,0.3709,535535294.9,197800672.12468,292225
1659484800000,2022-08-03 00:00:00,XRP/USDT,0.3712,0.3772,0.3628,0.3692,640412886.1,237364774.04534,348582
1659398400000,2022-08-02 00:00:00,XRP/USDT,0.3788,0.3944,0.3663,0.3712,937298539.2,350656651.01885,503403
1659312000000,2022-08-01 00:00:00,XRP/USDT,0.3789,0.3858,0.3701,0.3787,718524120.1,271325597.40826,402623
1659225600000,2022-07-31 00:00:00,XRP/USDT,0.3878,0.3986,0.3778,0.3789,914130027.9,355761359.38442,509620
1659139200000,2022-07-30 00:00:00,XRP/USDT,0.3677,0.4100,0.3622,0.3879,1491215270.7,580113821.45229,723835
1659052800000,2022-07-29 00:00:00,XRP/USDT,0.3734,0.3798,0.3593,0.3677,900302215.0,332906392.52672,511278
1658966400000,2022-07-28 00:00:00,XRP/USDT,0.3592,0.3790,0.3487,0.3734,1050317133.3,379676891.72519,559695
1658880000000,2022-07-27 00:00:00,XRP/USDT,0.3369,0.3596,0.3301,0.3592,840762051.5,288354384.93529,461931
1658793600000,2022-07-26 00:00:00,XRP/USDT,0.3358,0.3383,0.3251,0.3369,724166975.4,239985754.80777,401466
1658707200000,2022-07-25 00:00:00,XRP/USDT,0.3584,0.3600,0.3345,0.3358,744082152.3,257032740.90180,428778
1658620800000,2022-07-24 00:00:00,XRP/USDT,0.3589,0.3666,0.3558,0.3584,595224201.8,215335728.76703,345368
1658534400000,2022-07-23 00:00:00,XRP/USDT,0.3576,0.3626,0.3494,0.3588,534769569.5,190472957.57651,320321
1658448000000,2022-07-22 00:00:00,XRP/USDT,0.3665,0.3715,0.3538,0.3576,714561533.2,259452351.05393,424229
1658361600000,2022-07-21 00:00:00,XRP/USDT,0.3630,0.3682,0.3483,0.3666,807637441.4,288996528.67944,486597
1658275200000,2022-07-20 00:00:00,XRP/USDT,0.3725,0.3816,0.3567,0.3631,1036763676.8,384210114.33266,603882
1658188800000,2022-07-19 00:00:00,XRP/USDT,0.3648,0.3765,0.3511,0.3726,1084814166.6,394321494.77429,632802
1658102400000,2022-07-18 00:00:00,XRP/USDT,0.3432,0.3699,0.3427,0.3649,1161734361.7,418918915.06777,632608
1658016000000,2022-07-17 00:00:00,XRP/USDT,0.3502,0.3613,0.3385,0.3431,795283098.5,278685083.45854,464388
1657929600000,2022-07-16 00:00:00,XRP/USDT,0.3339,0.3560,0.3310,0.3503,1017722620.8,349635430.67218,536335
1657843200000,2022-07-15 00:00:00,XRP/USDT,0.3336,0.3489,0.3272,0.3339,1136269896.3,383210016.27146,618632
1657756800000,2022-07-14 00:00:00,XRP/USDT,0.3235,0.3337,0.3121,0.3336,889414251.1,285523345.55542,449087
1657670400000,2022-07-13 00:00:00,XRP/USDT,0.3114,0.3257,0.3004,0.3235,1202236943.7,377593545.94878,580143
1657584000000,2022-07-12 00:00:00,XRP/USDT,0.3147,0.3180,0.3075,0.3114,705155564.3,220294729.47850,369201
1657497600000,2022-07-11 00:00:00,XRP/USDT,0.3253,0.3289,0.3104,0.3147,952479945.0,307136628.19994,499519
1657411200000,2022-07-10 00:00:00,XRP/USDT,0.3445,0.3447,0.3192,0.3253,827032661.3,273047138.42642,429579
1657324800000,2022-07-09 00:00:00,XRP/USDT,0.3399,0.3476,0.3389,0.3444,481541420.9,165327537.32370,301960
1657238400000,2022-07-08 00:00:00,XRP/USDT,0.3420,0.3590,0.3355,0.3399,1249891002.7,432579447.63394,663835
1657152000000,2022-07-07 00:00:00,XRP/USDT,0.3321,0.3455,0.3265,0.3419,694148406.7,232052550.16767,381097
1657065600000,2022-07-06 00:00:00,XRP/USDT,0.3248,0.3339,0.3196,0.3321,781505908.5,253801302.15894,409933
1656979200000,2022-07-05 00:00:00,XRP/USDT,0.3284,0.3308,0.3124,0.3249,879617483.9,283387489.89238,447818
1656892800000,2022-07-04 00:00:00,XRP/USDT,0.3213,0.3297,0.3143,0.3284,913254053.4,293634738.89972,444051
1656806400000,2022-07-03 00:00:00,XRP/USDT,0.3155,0.3256,0.3080,0.3214,671863489.7,212443253.70189,363937
1656720000000,2022-07-02 00:00:00,XRP/USDT,0.3139,0.3180,0.3090,0.3155,566368191.8,177438514.52174,299865
1656633600000,2022-07-01 00:00:00,XRP/USDT,0.3318,0.3363,0.3097,0.3138,1039864448.1,330764429.46954,563047
1656547200000,2022-06-30 00:00:00,XRP/USDT,0.3294,0.3330,0.3054,0.3318,1286982087.4,410358401.11299,663250
1656460800000,2022-06-29 00:00:00,XRP/USDT,0.3372,0.3415,0.3201,0.3293,817299654.2,269639534.85368,443835
1656374400000,2022-06-28 00:00:00,XRP/USDT,0.3536,0.3555,0.3349,0.3372,741749542.8,256080362.95865,420334
1656288000000,2022-06-27 00:00:00,XRP/USDT,0.3590,0.3669,0.3473,0.3535,742221060.8,265635884.28334,412764
1656201600000,2022-06-26 00:00:00,XRP/USDT,0.3674,0.3750,0.3572,0.3589,647489562.2,236777837.28113,390402
1656115200000,2022-06-25 00:00:00,XRP/USDT,0.3668,0.3740,0.3539,0.3674,726676104.3,265190793.09213,472724
1656028800000,2022-06-24 00:00:00,XRP/USDT,0.3356,0.3870,0.3346,0.3668,2068904195.5,759927427.71040,1101480
1655942400000,2022-06-23 00:00:00,XRP/USDT,0.3222,0.3368,0.3210,0.3355,661350858.8,216956444.27912,373917
1655856000000,2022-06-22 00:00:00,XRP/USDT,0.3291,0.3295,0.3186,0.3222,685706581.8,221353441.86708,403855
1655769600000,2022-06-21 00:00:00,XRP/USDT,0.3224,0.3372,0.3184,0.3290,825779758.8,271371481.24434,476050
1655683200000,2022-06-20 00:00:00,XRP/USDT,0.3261,0.3288,0.3133,0.3225,833729105.7,267706266.52876,484205
1655596800000,2022-06-19 00:00:00,XRP/USDT,0.3072,0.3338,0.2979,0.3262,1031803184.2,322567188.42171,580049
1655510400000,2022-06-18 00:00:00,XRP/USDT,0.3209,0.3262,0.2868,0.3072,1332487766.1,407528234.33764,680199
1655424000000,2022-06-17 00:00:00,XRP/USDT,0.3129,0.3398,0.3101,0.3208,1011132190.8,329093038.91483,574595
1655337600000,2022-06-16 00:00:00,XRP/USDT,0.3434,0.3475,0.3069,0.3129,1053541208.9,339399385.40204,607111
1655251200000,2022-06-15 00:00:00,XRP/USDT,0.3212,0.3468,0.2968,0.3433,1775501577.2,556988356.17199,943946
1655164800000,2022-06-14 00:00:00,XRP/USDT,0.3115,0.3265,0.2932,0.3212,1595769453.7,498817776.24284,857394
1655078400000,2022-06-13 00:00:00,XRP/USDT,0.3430,0.3504,0.3007,0.3115,2295520851.8,731879693.99920,1230567
1654992000000,2022-06-12 00:00:00,XRP/USDT,0.3596,0.3651,0.3393,0.3430,1046596214.7,367199149.31832,620544
1654905600000,2022-06-11 00:00:00,XRP/USDT,0.3811,0.3885,0.3551,0.3596,829956834.7,307743468.64163,488939
1654819200000,2022-06-10 00:00:00,XRP/USDT,0.4000,0.4117,0.3752,0.3811,979929943.2,385433637.73323,568748
1654732800000,2022-06-09 00:00:00,XRP/USDT,0.4003,0.4040,0.3962,0.4000,436636281.8,174819574.59287,294115
1654646400000,2022-06-08 00:00:00,XRP/USDT,0.4073,0.4103,0.3943,0.4003,591596385.0,237079484.73627,388088
1654560000000,2022-06-07 00:00:00,XRP/USDT,0.4023,0.4172,0.3842,0.4073,1121897223.1,447250347.23358,635514
1654473600000,2022-06-06 00:00:00,XRP/USDT,0.3952,0.4090,0.3937,0.4023,638920936.0,256731547.45760,423174
1654387200000,2022-06-05 00:00:00,XRP/USDT,0.3923,0.3994,0.3890,0.3951,380850963.0,150101601.66890,290711
1654300800000,2022-06-04 00:00:00,XRP/USDT,0.3900,0.3943,0.3841,0.3923,347774109.0,135546964.43061,272750
1654214400000,2022-06-03 00:00:00,XRP/USDT,0.4050,0.4103,0.3837,0.3901,739581902.5,292793297.58695,488429
1654128000000,2022-06-02 00:00:00,XRP/USDT,0.3977,0.4069,0.3902,0.4050,558437338.2,221917355.72985,414581
1654041600000,2022-06-01 00:00:00,XRP/USDT,0.4212,0.4264,0.3881,0.3977,822057308.2,336279772.06034,526921
1653955200000,2022-05-31 00:00:00,XRP/USDT,0.4186,0.4343,0.4062,0.4213,1022695126.9,427810027.73342,620375
1653868800000,2022-05-30 00:00:00,XRP/USDT,0.3888,0.4195,0.3863,0.4186,878763862.2,353490726.74292,500829
1653782400000,2022-05-29 00:00:00,XRP/USDT,0.3861,0.3908,0.3788,0.3888,504418344.5,194294376.54391,292501
1653696000000,2022-05-28 00:00:00,XRP/USDT,0.3818,0.3886,0.3801,0.3860,592395934.6,227979902.09074,344080
1653609600000,2022-05-27 00:00:00,XRP/USDT,0.3918,0.4030,0.3760,0.3818,1252084203.4,488921712.07303,724145
1653523200000,2022-05-26 00:00:00,XRP/USDT,0.4058,0.4107,0.3735,0.3918,1114556870.8,438307383.92211,620648
1653436800000,2022-05-25 00:00:00,XRP/USDT,0.4084,0.4146,0.3941,0.4059,937894140.2,379905250.94853,467352
1653350400000,2022-05-24 00:00:00,XRP/USDT,0.4047,0.4134,0.3902,0.4084,779949050.7,315423712.74371,455259
1653264000000,2022-05-23 00:00:00,XRP/USDT,0.4216,0.4286,0.3995,0.4048,865421204.4,362406591.82139,483399
1653177600000,2022-05-22 00:00:00,XRP/USDT,0.4141,0.4253,0.4097,0.4216,492242581.5,205422903.12078,308196
1653091200000,2022-05-21 00:00:00,XRP/USDT,0.4099,0.4181,0.4025,0.4142,507009508.9,208676833.99407,312010
1653004800000,2022-05-20 00:00:00,XRP/USDT,0.4204,0.4406,0.4011,0.4099,1033224515.5,434719691.79094,625112
1652918400000,2022-05-19 00:00:00,XRP/USDT,0.4051,0.4239,0.3898,0.4204,897103180.0,367202540.44127,589279
1652832000000,2022-05-18 00:00:00,XRP/USDT,0.4374,0.4425,0.4032,0.4050,829075954.8,347450933.14107,535114
1652745600000,2022-05-17 00:00:00,XRP/USDT,0.4228,0.4399,0.4162,0.4375,760460156.4,327152430.60452,528023
1652659200000,2022-05-16 00:00:00,XRP/USDT,0.4479,0.4480,0.4081,0.4228,992643945.1,420606896.16823,655086
1652572800000,2022-05-15 00:00:00,XRP/USDT,0.4259,0.4503,0.4145,0.4478,710651749.3,304499320.13498,469858
1652486400000,2022-05-14 00:00:00,XRP/USDT,0.4227,0.4408,0.3952,0.4259,858156721.8,358581905.19050,646114
1652400000000,2022-05-13 00:00:00,XRP/USDT,0.3851,0.4656,0.3808,0.4227,1499225654.5,650634614.99778,1060769
1652313600000,2022-05-12 00:00:00,XRP/USDT,0.4162,0.4290,0.3355,0.3851,2710677424.8,1032543506.89900,2115181
1652227200000,2022-05-11 00:00:00,XRP/USDT,0.5127,0.5226,0.3641,0.4163,3350353263.5,1506335056.88316,2344813
1652140800000,2022-05-10 00:00:00,XRP/USDT,0.4867,0.5368,0.4718,0.5128,1641019538.3,838215297.72148,1467011
1652054400000,2022-05-09 00:00:00,XRP/USDT,0.5659,0.5788,0.4676,0.4868,1822698356.3,950460784.67055,1667638
1651968000000,2022-05-08 00:00:00,XRP/USDT,0.5805,0.5828,0.5550,0.5659,667211719.5,380828860.87948,698663
1651881600000,2022-05-07 00:00:00,XRP/USDT,0.6018,0.6040,0.5685,0.5804,504898332.7,298438216.58977,582104
1651795200000,2022-05-06 00:00:00,XRP/USDT,0.5976,0.6160,0.5866,0.6019,842312060.1,506395998.34276,1004466
1651708800000,2022-05-05 00:00:00,XRP/USDT,0.6457,0.6570,0.5781,0.5976,953376068.7,586776628.90323,986584
1651622400000,2022-05-04 00:00:00,XRP/USDT,0.6044,0.6498,0.6036,0.6457,702659361.9,437785039.84730,797506
1651536000000,2022-05-03 00:00:00,XRP/USDT,0.6140,0.6278,0.5956,0.6044,553190194.9,339273820.32784,662984
1651449600000,2022-05-02 00:00:00,XRP/USDT,0.6066,0.6306,0.5977,0.6141,853204693.2,523959565.93040,919168
1651363200000,2022-05-01 00:00:00,XRP/USDT,0.5839,0.6121,0.5750,0.6066,702523624.1,417267805.50744,806479
1651276800000,2022-04-30 00:00:00,XRP/USDT,0.6113,0.6288,0.5609,0.5839,815957350.4,493289460.35633,849189
1651190400000,2022-04-29 00:00:00,XRP/USDT,0.6424,0.6461,0.5981,0.6112,724635780.1,450149369.92599,816008
1651104000000,2022-04-28 00:00:00,XRP/USDT,0.6517,0.6572,0.6323,0.6424,556082110.4,359061353.96776,640650
1651017600000,2022-04-27 00:00:00,XRP/USDT,0.6417,0.6627,0.6354,0.6517,700321076.5,454901121.97694,823474
1650931200000,2022-04-26 00:00:00,XRP/USDT,0.6927,0.7064,0.6260,0.6416,914422476.0,608717062.50439,992490
1650844800000,2022-04-25 00:00:00,XRP/USDT,0.6979,0.6997,0.6442,0.6926,1017183250.5,681655091.85785,1096483
1650758400000,2022-04-24 00:00:00,XRP/USDT,0.7052,0.7117,0.6937,0.6979,352004226.1,247810169.44960,483753
1650672000000,2022-04-23 00:00:00,XRP/USDT,0.7177,0.7267,0.7011,0.7053,343939763.5,245137552.10058,467538
1650585600000,2022-04-22 00:00:00,XRP/USDT,0.7320,0.7383,0.7135,0.7177,593967003.0,431135856.95740,721981
1650499200000,2022-04-21 00:00:00,XRP/USDT,0.7513,0.7687,0.7157,0.7321,642218067.8,480434016.48039,744778
1650412800000,2022-04-20 00:00:00,XRP/USDT,0.7745,0.7749,0.7413,0.7513,525861175.7,399676898.98343,567152
1650326400000,2022-04-19 00:00:00,XRP/USDT,0.7693,0.7821,0.7585,0.7744,498244421.0,383748872.42681,523010
1650240000000,2022-04-18 00:00:00,XRP/USDT,0.7516,0.7695,0.7257,0.7693,759488233.7,567150524.27414,742074
1650153600000,2022-04-17 00:00:00,XRP/USDT,0.7802,0.7859,0.7473,0.7516,588905134.5,454519200.85766,576002
1650067200000,2022-04-16 00:00:00,XRP/USDT,0.7852,0.8000,0.7654,0.7803,778965215.5,609005578.94962,716765
1649980800000,2022-04-15 00:00:00,XRP/USDT,0.7258,0.7973,0.7256,0.7853,2096156386.2,1623270525.17328,1674805
1649894400000,2022-04-14 00:00:00,XRP/USDT,0.7228,0.7410,0.7075,0.7259,537448574.0,389239724.70849,635905
1649808000000,2022-04-13 00:00:00,XRP/USDT,0.7148,0.7248,0.7014,0.7228,473497875.8,338970305.25139,555688
1649721600000,2022-04-12 00:00:00,XRP/USDT,0.6945,0.7258,0.6921,0.7147,589711943.5,416725550.45231,683392
1649635200000,2022-04-11 00:00:00,XRP/USDT,0.7538,0.7555,0.6791,0.6945,834276230.4,596204869.28535,957700
1649548800000,2022-04-10 00:00:00,XRP/USDT,0.7622,0.7729,0.7519,0.7538,265607134.6,202346138.58792,365114
1649462400000,2022-04-09 00:00:00,XRP/USDT,0.7545,0.7664,0.7527,0.7622,217248897.8,165063668.23814,367313
1649376000000,2022-04-08 00:00:00,XRP/USDT,0.7870,0.7935,0.7455,0.7546,467721421.3,360522987.14025,638461
1649289600000,2022-04-07 00:00:00,XRP/USDT,0.7590,0.7910,0.7515,0.7870,434948423.8,337230792.34675,637290
1649203200000,2022-04-06 00:00:00,XRP/USDT,0.8162,0.8182,0.7557,0.7591,797237910.9,626708240.82731,1075252
1649116800000,2022-04-05 00:00:00,XRP/USDT,0.8259,0.8368,0.8143,0.8163,402887433.7,332282801.27091,669917
1649030400000,2022-04-04 00:00:00,XRP/USDT,0.8432,0.8435,0.8028,0.8259,528980435.6,437116838.83334,762253
1648944000000,2022-04-03 00:00:00,XRP/USDT,0.8238,0.8518,0.8140,0.8431,369037056.3,308094010.52599,599304
1648857600000,2022-04-02 00:00:00,XRP/USDT,0.8276,0.8502,0.8169,0.8239,510517708.9,426765874.34000,732492
1648771200000,2022-04-01 00:00:00,XRP/USDT,0.8145,0.8339,0.8068,0.8276,571211048.5,469432566.18209,782827
1648684800000,2022-03-31 00:00:00,XRP/USDT,0.8615,0.8741,0.7730,0.8146,892880928.0,742946794.11782,1148526
1648598400000,2022-03-30 00:00:00,XRP/USDT,0.8576,0.8722,0.8450,0.8615,578572918.5,498011124.76149,745620
1648512000000,2022-03-29 00:00:00,XRP/USDT,0.8640,0.8857,0.8420,0.8576,632003220.1,548675954.06799,822179
1648425600000,2022-03-28 00:00:00,XRP/USDT,0.8578,0.9124,0.8500,0.8640,1097510097.5,968326153.39607,1204717
1648339200000,2022-03-27 00:00:00,XRP/USDT,0.8327,0.8581,0.8277,0.8578,503170037.9,423149970.94819,716640
1648252800000,2022-03-26 00:00:00,XRP/USDT,0.8239,0.8348,0.8204,0.8327,276592163.0,229329528.92765,482915
1648166400000,2022-03-25 00:00:00,XRP/USDT,0.8427,0.8462,0.8180,0.8240,523110603.2,436634484.30054,677348
1648080000000,2022-03-24 00:00:00,XRP/USDT,0.8374,0.8502,0.8270,0.8427,637194622.4,534611029.87512,820120
1647993600000,2022-03-23 00:00:00,XRP/USDT,0.8364,0.8460,0.8157,0.8375,595026687.9,494059201.14467,764645
1647907200000,2022-03-22 00:00:00,XRP/USDT,0.8372,0.8652,0.8268,0.8363,680463851.9,574782519.25075,846534
1647820800000,2022-03-21 00:00:00,XRP/USDT,0.8053,0.8547,0.7860,0.8371,812854490.9,669010761.70948,928191
1647734400000,2022-03-20 00:00:00,XRP/USDT,0.8192,0.8220,0.7949,0.8052,418628858.1,338125601.41983,561169
1647648000000,2022-03-19 00:00:00,XRP/USDT,0.7967,0.8270,0.7910,0.8192,642772023.1,522719328.32867,791721
1647561600000,2022-03-18 00:00:00,XRP/USDT,0.7932,0.8006,0.7758,0.7966,497923081.9,392753055.62022,661562
1647475200000,2022-03-17 00:00:00,XRP/USDT,0.7915,0.8024,0.7827,0.7931,517535109.8,409834321.40118,674524
1647388800000,2022-03-16 00:00:00,XRP/USDT,0.7654,0.7943,0.7565,0.7915,795524597.6,614553134.03137,928276
1647302400000,2022-03-15 00:00:00,XRP/USDT,0.7742,0.7763,0.7405,0.7654,606296109.6,461376791.85743,744195
1647216000000,2022-03-14 00:00:00,XRP/USDT,0.7598,0.7776,0.7443,0.7742,840618065.1,641742742.88380,887951
1647129600000,2022-03-13 00:00:00,XRP/USDT,0.7853,0.8047,0.7489,0.7598,926180464.2,727573038.62129,990961
1647043200000,2022-03-12 00:00:00,XRP/USDT,0.8026,0.8485,0.7777,0.7853,2055670520.5,1654980466.58332,1938718
1646956800000,2022-03-11 00:00:00,XRP/USDT,0.7359,0.8138,0.7244,0.8025,1431403351.6,1097386024.48169,1507047
1646870400000,2022-03-10 00:00:00,XRP/USDT,0.7658,0.7794,0.7208,0.7359,878982391.3,651143334.60922,1001954
1646784000000,2022-03-09 00:00:00,XRP/USDT,0.7204,0.7751,0.7195,0.7659,829746824.3,623825215.08107,989308
1646697600000,2022-03-08 00:00:00,XRP/USDT,0.7191,0.7311,0.7129,0.7205,639021577.2,461475136.50651,788982
1646611200000,2022-03-07 00:00:00,XRP/USDT,0.7248,0.7538,0.7020,0.7192,1230578745.3,901209981.87691,1302186
1646524800000,2022-03-06 00:00:00,XRP/USDT,0.7537,0.7589,0.7203,0.7248,696068209.4,514150574.00554,857084
1646438400000,2022-03-05 00:00:00,XRP/USDT,0.7122,0.7689,0.7041,0.7537,1007044896.8,749757372.72193,1130888
1646352000000,2022-03-04 00:00:00,XRP/USDT,0.7510,0.7534,0.6919,0.7122,801175408.5,584211086.97747,958280
1646265600000,2022-03-03 00:00:00,XRP/USDT,0.7687,0.7896,0.7325,0.7510,718787940.6,545429073.17537,928014
1646179200000,2022-03-02 00:00:00,XRP/USDT,0.7837,0.7845,0.7559,0.7686,706888982.6,544204361.15234,975740
1646092800000,2022-03-01 00:00:00,XRP/USDT,0.7808,0.8035,0.7568,0.7836,1027063405.3,799298506.20933,1141810
1646006400000,2022-02-28 00:00:00,XRP/USDT,0.7210,0.7936,0.7067,0.7807,1012394289.6,753158944.68420,1148868
1645920000000,2022-02-27 00:00:00,XRP/USDT,0.7506,0.7676,0.7025,0.7209,1044575694.8,768097427.24249,1160287
1645833600000,2022-02-26 00:00:00,XRP/USDT,0.7696,0.8121,0.7401,0.7505,1062974292.4,813582347.71919,1278163
1645747200000,2022-02-25 00:00:00,XRP/USDT,0.6958,0.7810,0.6821,0.7696,1290414302.5,920742489.77655,1364100
1645660800000,2022-02-24 00:00:00,XRP/USDT,0.6960,0.7238,0.6208,0.6958,2227417850.2,1466171341.69453,1935777
1645574400000,2022-02-23 00:00:00,XRP/USDT,0.7204,0.7438,0.6919,0.6960,1070991837.7,770516792.88102,1049677
1645488000000,2022-02-22 00:00:00,XRP/USDT,0.7013,0.7263,0.6667,0.7203,1517951716.3,1058586762.57804,1325148
1645401600000,2022-02-21 00:00:00,XRP/USDT,0.7763,0.8020,0.6947,0.7013,1784131889.8,1362582586.50570,1567800
1645315200000,2022-02-20 00:00:00,XRP/USDT,0.8215,0.8234,0.7620,0.7764,1578798856.0,1246330717.11313,1396151
1645228800000,2022-02-19 00:00:00,XRP/USDT,0.7836,0.8550,0.7690,0.8215,1943664266.5,1586455857.72420,1735313
1645142400000,2022-02-18 00:00:00,XRP/USDT,0.7681,0.8045,0.7552,0.7835,1172519047.7,913418890.03298,1154994
1645056000000,2022-02-17 00:00:00,XRP/USDT,0.8365,0.8447,0.7530,0.7680,1096418202.2,879842025.36226,1134556
1644969600000,2022-02-16 00:00:00,XRP/USDT,0.8512,0.8534,0.8074,0.8364,875806888.6,727767916.81222,975897
1644883200000,2022-02-15 00:00:00,XRP/USDT,0.8008,0.8595,0.7957,0.8512,857483879.8,709865894.30707,1012238
1644796800000,2022-02-14 00:00:00,XRP/USDT,0.8051,0.8123,0.7785,0.8007,991814784.2,788270959.15623,1093171
1644710400000,2022-02-13 00:00:00,XRP/USDT,0.8222,0.8470,0.7889,0.8051,1360054326.6,1117688904.68504,1375460
1644624000000,2022-02-12 00:00:00,XRP/USDT,0.7585,0.8522,0.7457,0.8222,1832846118.4,1475967050.60549,1687431
1644537600000,2022-02-11 00:00:00,XRP/USDT,0.8249,0.8341,0.7494,0.7585,1268396921.9,1018944084.47352,1400911
1644451200000,2022-02-10 00:00:00,XRP/USDT,0.8694,0.8972,0.8198,0.8249,1434594937.3,1238841920.58009,1497194
1644364800000,2022-02-09 00:00:00,XRP/USDT,0.8755,0.9173,0.8433,0.8694,2059571867.1,1805204066.59770,1954441
1644278400000,2022-02-08 00:00:00,XRP/USDT,0.8309,0.9140,0.8033,0.8755,3291554572.8,2816548700.40970,2918966
1644192000000,2022-02-07 00:00:00,XRP/USDT,0.6825,0.8387,0.6708,0.8307,1849583706.7,1424844860.11598,1738856
1644105600000,2022-02-06 00:00:00,XRP/USDT,0.6654,0.6877,0.6584,0.6825,359885031.3,241271439.21930,375293
1644019200000,2022-02-05 00:00:00,XRP/USDT,0.6555,0.6869,0.6499,0.6653,582982796.4,389667297.46731,585566
1643932800000,2022-02-04 00:00:00,XRP/USDT,0.6096,0.6589,0.6038,0.6555,594127185.7,370741595.73263,526357
