https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1649376000000,2022-04-08 00:00:00,ETH/USDT,3225.00,3315.00,3171.95,3191.26,1958267.702,6370437705.00749,2292903
1649289600000,2022-04-07 00:00:00,ETH/USDT,3166.77,3267.58,3140.33,3225.15,1752183.226,5620103056.30526,2125732
1649203200000,2022-04-06 00:00:00,ETH/USDT,3405.03,3406.08,3160.19,3166.78,2622721.980,8579524051.95511,3070715
1649116800000,2022-04-05 00:00:00,ETH/USDT,3518.97,3554.99,3388.97,3405.04,1487565.105,5173971174.28490,1744550
1649030400000,2022-04-04 00:00:00,ETH/USDT,3520.65,3551.55,3405.03,3518.96,1653737.507,5747409279.23374,1917751
1648944000000,2022-04-03 00:00:00,ETH/USDT,3443.06,3580.00,3411.90,3520.76,1431228.504,5003591177.33170,1698555
1648857600000,2022-04-02 00:00:00,ETH/USDT,3454.33,3533.00,3430.20,3443.07,1652414.360,5750301550.87988,1903299
1648771200000,2022-04-01 00:00:00,ETH/USDT,3281.43,3483.12,3210.06,3454.33,2109764.119,7072994919.34860,2259343
1648684800000,2022-03-31 00:00:00,ETH/USDT,3385.09,3444.60,3260.84,3281.43,1815474.754,6079844304.56200,1972188
1648598400000,2022-03-30 00:00:00,ETH/USDT,3399.00,3447.74,3332.00,3385.10,1512369.419,5123666479.18429,1744604
1648512000000,2022-03-29 00:00:00,ETH/USDT,3333.62,3480.00,3330.32,3399.00,1928941.550,6583444774.67217,2104753
1648425600000,2022-03-28 00:00:00,ETH/USDT,3295.01,3430.00,3274.30,3333.62,1780150.955,5967520102.20501,2103793
1648339200000,2022-03-27 00:00:00,ETH/USDT,3143.47,3299.33,3125.26,3295.01,1243196.793,3969755255.96455,1471486
1648252800000,2022-03-26 00:00:00,ETH/USDT,3101.37,3152.24,3084.03,3143.47,760414.286,2373068593.90462,1029994
1648166400000,2022-03-25 00:00:00,ETH/USDT,3109.89,3195.00,3075.00,3101.37,2007262.806,6287041331.74681,2033711
1648080000000,2022-03-24 00:00:00,ETH/USDT,3035.54,3129.75,3001.00,3109.89,2081151.644,6374707643.69508,2190868
1647993600000,2022-03-23 00:00:00,ETH/USDT,2968.48,3043.69,2915.51,3035.55,1781378.735,5298210934.19466,2048735
1647907200000,2022-03-22 00:00:00,ETH/USDT,2889.07,3055.90,2885.49,2968.49,1797753.573,5382225852.73813,2214879
1647820800000,2022-03-21 00:00:00,ETH/USDT,2860.53,2960.00,2830.50,2889.08,1686819.608,4892675845.46698,2035694
1647734400000,2022-03-20 00:00:00,ETH/USDT,2949.90,2965.00,2817.49,2860.47,1437020.801,4147063354.36078,1797072
1647648000000,2022-03-19 00:00:00,ETH/USDT,2938.03,2992.00,2890.60,2950.00,1138322.115,3357316687.44774,1561236
1647561600000,2022-03-18 00:00:00,ETH/USDT,2810.75,2984.72,2760.00,2938.02,2012338.322,5743230991.25995,2244661
1647475200000,2022-03-17 00:00:00,ETH/USDT,2772.78,2839.00,2745.33,2810.74,1388608.329,3874029264.80570,1755043
1647388800000,2022-03-16 00:00:00,ETH/USDT,2617.29,2789.86,2602.06,2772.78,2671403.544,7174881501.97200,3045564
1647302400000,2022-03-15 00:00:00,ETH/USDT,2588.96,2668.80,2504.50,2617.29,2010933.590,5180763260.29182,2105424
1647216000000,2022-03-14 00:00:00,ETH/USDT,2513.77,2609.32,2496.85,2588.96,1700607.097,4359481633.20476,1842745
1647129600000,2022-03-13 00:00:00,ETH/USDT,2567.63,2604.13,2490.25,2514.07,1153034.412,2952206474.62885,1402184
1647043200000,2022-03-12 00:00:00,ETH/USDT,2555.90,2620.00,2552.22,2567.64,835243.910,2158684698.28486,1104040
1646956800000,2022-03-11 00:00:00,ETH/USDT,2605.43,2676.20,2520.50,2555.89,2046135.535,5300909392.69620,2361963
1646870400000,2022-03-10 00:00:00,ETH/USDT,2726.37,2733.37,2546.83,2605.44,2036842.087,5317486921.07739,2321357
1646784000000,2022-03-09 00:00:00,ETH/USDT,2575.50,2773.17,2566.41,2726.37,2075382.606,5619678231.05178,2445604
1646697600000,2022-03-08 00:00:00,ETH/USDT,2489.84,2623.00,2478.35,2575.49,2643188.688,6770376286.07039,2835027
1646611200000,2022-03-07 00:00:00,ETH/USDT,2549.36,2650.00,2431.62,2489.90,2690724.432,6844133016.58346,2883213
1646524800000,2022-03-06 00:00:00,ETH/USDT,2663.55,2674.61,2529.00,2549.37,1394552.348,3653497883.30399,1799383
1646438400000,2022-03-05 00:00:00,ETH/USDT,2620.25,2684.87,2588.00,2663.55,1085460.560,2866022819.73462,1606329
1646352000000,2022-03-04 00:00:00,ETH/USDT,2832.98,2835.90,2570.65,2620.25,2431616.203,6556161324.43909,3013013
1646265600000,2022-03-03 00:00:00,ETH/USDT,2947.48,2970.00,2781.77,2832.97,2068430.471,5935025460.83803,2528238
1646179200000,2022-03-02 00:00:00,ETH/USDT,2975.61,3046.46,2912.96,2947.47,2628094.604,7817489406.51165,3202125
1646092800000,2022-03-01 00:00:00,ETH/USDT,2920.05,3036.00,2852.20,2975.61,2903119.452,8544403642.44822,3339956
1646006400000,2022-02-28 00:00:00,ETH/USDT,2615.99,2966.00,2565.00,2920.10,3405929.703,9267533739.81621,3736110
1645920000000,2022-02-27 00:00:00,ETH/USDT,2778.15,2836.21,2553.68,2615.99,2948786.157,7998715417.35802,3578220
1645833600000,2022-02-26 00:00:00,ETH/USDT,2766.42,2882.00,2726.00,2778.15,1852287.146,5167387400.86429,2447336
1645747200000,2022-02-25 00:00:00,ETH/USDT,2595.47,2835.00,2571.68,2766.36,2936418.882,7859621309.73445,3391355
1645660800000,2022-02-24 00:00:00,ETH/USDT,2578.02,2777.33,2298.72,2595.47,6227786.305,15271087886.32285,5736440
1645574400000,2022-02-23 00:00:00,ETH/USDT,2635.57,2752.38,2573.39,2578.02,2704599.315,7224805564.13842,2817096
1645488000000,2022-02-22 00:00:00,ETH/USDT,2566.88,2670.00,2495.00,2635.57,3195802.792,8250350069.89216,3451981
1645401600000,2022-02-21 00:00:00,ETH/USDT,2620.72,2758.00,2555.56,2566.88,3985389.094,10607780731.93246,4153367
1645315200000,2022-02-20 00:00:00,ETH/USDT,2761.90,2762.89,2573.33,2620.72,2242471.273,5933481403.70280,2530352
1645228800000,2022-02-19 00:00:00,ETH/USDT,2778.46,2829.99,2691.00,2761.89,1546343.886,4270584831.58429,1936132
1645142400000,2022-02-18 00:00:00,ETH/USDT,2890.75,2941.94,2750.00,2778.46,2162941.471,6148632292.71915,2608990
1645056000000,2022-02-17 00:00:00,ETH/USDT,3121.80,3158.68,2850.00,2890.80,2632604.386,7919238051.35232,3010625
1644969600000,2022-02-16 00:00:00,ETH/USDT,3183.74,3186.79,3040.42,3121.80,1733462.418,5408024225.21039,2169230
1644883200000,2022-02-15 00:00:00,ETH/USDT,2928.87,3198.00,2911.85,3183.73,1856076.117,5714091348.62078,2335370
1644796800000,2022-02-14 00:00:00,ETH/USDT,2870.33,2964.44,2829.80,2928.87,1815960.443,5263552192.95742,2201211
1644710400000,2022-02-13 00:00:00,ETH/USDT,2917.04,2952.66,2830.31,2870.32,1277486.697,3707939332.48070,1711130
1644624000000,2022-02-12 00:00:00,ETH/USDT,2926.03,2983.62,2855.00,2916.93,1869241.526,5450989532.57656,2296999
1644537600000,2022-02-11 00:00:00,ETH/USDT,3070.89,3136.55,2873.50,2926.04,2333468.434,7077554747.74226,2928823
1644451200000,2022-02-10 00:00:00,ETH/USDT,3241.79,3282.96,3055.24,3070.90,2672791.971,8499639525.52764,3068978
1644364800000,2022-02-09 00:00:00,ETH/USDT,3115.23,3269.16,3052.50,3241.82,1571485.369,4964808230.62457,2034483
1644278400000,2022-02-08 00:00:00,ETH/USDT,3138.55,3246.65,3023.28,3115.23,2122006.982,6598768727.89174,2441605
1644192000000,2022-02-07 00:00:00,ETH/USDT,3054.26,3185.99,2990.83,3138.55,1920591.918,5945879846.53350,2234372
1644105600000,2022-02-06 00:00:00,ETH/USDT,3011.58,3075.00,2948.00,3054.26,1151529.849,3460851097.78940,1457326
1644019200000,2022-02-05 00:00:00,ETH/USDT,2993.64,3059.91,2958.01,3011.59,1557391.545,4687429957.09237,2014040
1643932800000,2022-02-04 00:00:00,ETH/USDT,2694.20,2995.00,2670.14,2993.65,2953883.898,8398868704.49046,3399565
1643846400000,2022-02-03 00:00:00,ETH/USDT,2678.47,2722.99,2572.64,2694.37,2171742.641,5720509414.67786,2508451
1643760000000,2022-02-02 00:00:00,ETH/USDT,2786.37,2810.00,2610.40,2678.00,2354857.007,6390741360.31646,2588322
1643673600000,2022-02-01 00:00:00,ETH/USDT,2685.34,2812.94,2672.61,2786.38,2054796.845,5668520842.67734,2514252
1643587200000,2022-01-31 00:00:00,ETH/USDT,2600.45,2706.47,2475.33,2685.34,2119778.986,5497599951.88833,2511180
1643500800000,2022-01-30 00:00:00,ETH/USDT,2599.93,2644.93,2541.46,2600.45,1322236.477,3431223524.16989,1713681
1643414400000,2022-01-29 00:00:00,ETH/USDT,2543.34,2658.41,2519.21,2599.94,1522389.395,3909322807.94748,1950275
1643328000000,2022-01-28 00:00:00,ETH/USDT,2422.61,2556.93,2357.00,2543.34,2394675.788,5832709367.68838,2814629
1643241600000,2022-01-27 00:00:00,ETH/USDT,2461.62,2520.00,2314.33,2422.61,2706734.602,6551124353.29313,3054308
1643155200000,2022-01-26 00:00:00,ETH/USDT,2457.37,2720.06,2400.01,2461.61,3370868.336,8579635823.06901,3854865
1643068800000,2022-01-25 00:00:00,ETH/USDT,2437.87,2504.98,2349.60,2457.37,2325976.562,5636577032.24078,2812723
1642982400000,2022-01-24 00:00:00,ETH/USDT,2538.40,2539.59,2151.00,2438.13,4694300.254,10840194199.53302,5281222
1642896000000,2022-01-23 00:00:00,ETH/USDT,2410.57,2549.00,2368.00,2538.41,2371974.868,5833997685.39064,2629510
1642809600000,2022-01-22 00:00:00,ETH/USDT,2566.91,2625.60,2293.56,2410.96,4662398.873,11407543010.03600,5193460
1642723200000,2022-01-21 00:00:00,ETH/USDT,2999.92,3031.90,2460.00,2566.91,4517274.359,12514701125.46148,4897029
1642636800000,2022-01-20 00:00:00,ETH/USDT,3082.80,3272.24,2985.00,2999.92,1880719.448,5926009927.59850,2206660
1642550400000,2022-01-19 00:00:00,ETH/USDT,3159.31,3174.60,3045.00,3082.81,1668517.082,5189639864.18362,2154279
1642464000000,2022-01-18 00:00:00,ETH/USDT,3208.60,3243.95,3080.50,3159.32,1589444.667,5010157515.14645,1918856
1642377600000,2022-01-17 00:00:00,ETH/USDT,3345.50,3355.30,3139.37,3208.61,1440138.934,4673076476.50251,1905930
1642291200000,2022-01-16 00:00:00,ETH/USDT,3324.06,3394.62,3269.01,3345.49,934941.801,3112687274.02912,1443664
1642204800000,2022-01-15 00:00:00,ETH/USDT,3305.61,3372.00,3257.59,3324.05,809020.133,2687321901.17641,1399475
1642118400000,2022-01-14 00:00:00,ETH/USDT,3240.32,3342.63,3181.20,3305.60,1309794.267,4271754423.42846,1677945
1642032000000,2022-01-13 00:00:00,ETH/USDT,3369.92,3408.89,3230.97,3240.36,1374273.064,4558640511.93513,1775539
1641945600000,2022-01-12 00:00:00,ETH/USDT,3236.86,3411.00,3203.85,3369.93,1435454.649,4753099829.92951,1901450
1641859200000,2022-01-11 00:00:00,ETH/USDT,3081.25,3262.66,3050.58,3236.86,1533503.746,4836151992.53377,1894382
1641772800000,2022-01-10 00:00:00,ETH/USDT,3149.99,3179.16,2924.78,3081.31,2322294.565,7079565083.20333,2638378
1641686400000,2022-01-09 00:00:00,ETH/USDT,3079.86,3209.40,3057.00,3150.00,1230848.792,3853748750.33209,1652895
1641600000000,2022-01-08 00:00:00,ETH/USDT,3196.58,3248.03,2996.45,3080.03,1859886.155,5808043464.37497,2323042
1641513600000,2022-01-07 00:00:00,ETH/USDT,3404.61,3415.35,3040.77,3196.58,2855226.352,9156175041.42808,3635807
1641427200000,2022-01-06 00:00:00,ETH/USDT,3537.81,3549.11,3292.31,3404.60,1840489.348,6279177286.15747,2474832
1641340800000,2022-01-05 00:00:00,ETH/USDT,3785.60,3847.18,3405.00,3537.71,1813981.948,6675092541.77517,2392846
1641254400000,2022-01-04 00:00:00,ETH/USDT,3764.07,3893.19,3711.00,3785.60,1253780.690,4775534414.28812,1702557
1641168000000,2022-01-03 00:00:00,ETH/USDT,3826.10,3850.00,3680.00,3764.07,999879.353,3777721163.97305,1481803
1641081600000,2022-01-02 00:00:00,ETH/USDT,3763.05,3860.00,3714.48,3826.21,740079.430,2798657676.16421,1251669
1640995200000,2022-01-01 00:00:00,ETH/USDT,3676.01,3776.33,3671.86,3763.06,755619.793,2815651909.34339,1253371
1640908800000,2021-12-31 00:00:00,ETH/USDT,3708.45,3814.95,3621.32,3676.02,1343940.174,5019121901.30920,1718536
1640822400000,2021-12-30 00:00:00,ETH/USDT,3628.49,3766.71,3580.00,3708.37,1023870.718,3783727767.90478,1468765
1640736000000,2021-12-29 00:00:00,ETH/USDT,3792.00,3825.91,3600.45,3628.55,1318187.731,4938307811.88661,1811791
1640649600000,2021-12-28 00:00:00,ETH/USDT,4037.35,4037.36,3756.26,3791.99,1675203.532,6515358318.89518,2329455
1640563200000,2021-12-27 00:00:00,ETH/USDT,4062.40,4126.00,4030.06,4037.36,837344.643,3412512083.97403,1346208
1640476800000,2021-12-26 00:00:00,ETH/USDT,4093.88,4104.84,4002.00,4062.24,767517.751,3110302732.49935,1214270
1640390400000,2021-12-25 00:00:00,ETH/USDT,4045.19,4138.47,4015.00,4093.87,890361.594,3621803415.02818,1550150
1640304000000,2021-12-24 00:00:00,ETH/USDT,4111.31,4133.38,4014.45,4045.00,1026594.079,4194323368.26720,1959357
1640217600000,2021-12-23 00:00:00,ETH/USDT,3978.63,4153.71,3888.87,4111.30,1586935.899,6342305120.28279,2574870
1640131200000,2021-12-22 00:00:00,ETH/USDT,4014.38,4074.99,3924.36,3978.62,1076095.044,4313444572.42589,1685371
1640044800000,2021-12-21 00:00:00,ETH/USDT,3943.64,4063.00,3912.26,4014.38,1246421.469,4984828563.72327,2100781
1639958400000,2021-12-20 00:00:00,ETH/USDT,3922.51,3981.48,3750.00,3943.48,1741509.419,6712525820.97073,2653960
1639872000000,2021-12-19 00:00:00,ETH/USDT,3957.65,4034.99,3881.89,3922.51,1402356.037,5534488536.14064,2030727
1639785600000,2021-12-18 00:00:00,ETH/USDT,3872.98,3997.39,3764.96,3957.64,1306368.673,5102991865.01633,2125631
1639699200000,2021-12-17 00:00:00,ETH/USDT,3958.70,3992.99,3694.20,3873.93,2112402.041,8150384191.83720,2881093
1639612800000,2021-12-16 00:00:00,ETH/USDT,4019.01,4118.47,3951.14,3958.67,1603846.854,6477885416.67551,2294353
1639526400000,2021-12-15 00:00:00,ETH/USDT,3856.67,4096.00,3639.39,4019.01,2415815.067,9333255722.11962,3239561
1639440000000,2021-12-14 00:00:00,ETH/USDT,3780.33,3879.13,3682.00,3856.66,1718001.410,6516584351.17794,2471176
1639353600000,2021-12-13 00:00:00,ETH/USDT,4129.16,4142.00,3668.34,3780.63,2252296.914,8753636591.89626,3204210
1639267200000,2021-12-12 00:00:00,ETH/USDT,4088.86,4173.37,3985.00,4129.00,1044691.201,4250371718.97262,1673043
1639180800000,2021-12-11 00:00:00,ETH/USDT,3895.85,4094.82,3831.01,4089.81,1729754.927,6927855786.59676,2513364
1639094400000,2021-12-10 00:00:00,ETH/USDT,4103.80,4232.00,3882.84,3895.95,2123045.506,8630315816.21057,2976443
1639008000000,2021-12-09 00:00:00,ETH/USDT,4435.70,4490.97,4075.00,4103.80,1905332.516,8128100154.37248,2592152
1638921600000,2021-12-08 00:00:00,ETH/USDT,4305.83,4454.60,4224.98,4435.33,1443466.295,6276303882.73508,2219642
1638835200000,2021-12-07 00:00:00,ETH/USDT,4345.44,4425.00,4255.27,4305.82,1388803.726,6040967486.57935,2183483
1638748800000,2021-12-06 00:00:00,ETH/USDT,4197.52,4377.58,3920.00,4345.20,2601175.770,10673116598.55363,3318691
1638662400000,2021-12-05 00:00:00,ETH/USDT,4115.79,4247.19,4033.00,4197.53,1909767.851,7920029236.98750,2872269
1638576000000,2021-12-04 00:00:00,ETH/USDT,4213.67,4237.20,3388.15,4115.79,3531695.892,13904957699.91255,4397362
1638489600000,2021-12-03 00:00:00,ETH/USDT,4514.32,4658.00,4004.00,4213.66,2648380.120,11599142242.40267,3359014
1638403200000,2021-12-02 00:00:00,ETH/USDT,4586.67,4636.86,4435.76,4514.32,1767131.692,8009972829.01313,2593287
1638316800000,2021-12-01 00:00:00,ETH/USDT,4631.43,4783.19,4528.50,4586.66,1861557.163,8721654100.22072,2896669
1638230400000,2021-11-30 00:00:00,ETH/USDT,4445.09,4757.80,4347.90,4631.51,2573876.207,11742857991.16934,3626412
1638144000000,2021-11-29 00:00:00,ETH/USDT,4297.01,4460.00,4280.00,4445.10,1432921.208,6245171955.45936,2026318
1638057600000,2021-11-28 00:00:00,ETH/USDT,4095.33,4301.07,3958.58,4296.60,1512818.390,6210487095.14454,2143420
1637971200000,2021-11-27 00:00:00,ETH/USDT,4040.66,4182.66,4027.32,4095.33,1008009.177,4148428146.16350,1684637
1637884800000,2021-11-26 00:00:00,ETH/USDT,4528.20,4555.00,3911.00,4040.66,2657050.069,11001572746.45120,3467510
1637798400000,2021-11-25 00:00:00,ETH/USDT,4271.29,4558.29,4250.34,4527.86,1247655.550,5497303917.35342,1984519
1637712000000,2021-11-24 00:00:00,ETH/USDT,4341.36,4377.00,4170.38,4271.29,1365898.959,5822609661.59857,2149379
1637625600000,2021-11-23 00:00:00,ETH/USDT,4086.41,4387.00,4059.55,4341.36,1636864.585,6895439496.10744,2491307
1637539200000,2021-11-22 00:00:00,ETH/USDT,4259.28,4327.75,4019.35,4086.57,1891091.913,7905984342.52000,2702558
1637452800000,2021-11-21 00:00:00,ETH/USDT,4412.37,4425.73,4242.00,4259.23,996488.568,4334385457.28967,1635793
1637366400000,2021-11-20 00:00:00,ETH/USDT,4293.44,4436.01,4202.24,4412.55,1143613.530,4931186882.83004,1814583
1637280000000,2021-11-19 00:00:00,ETH/USDT,3997.72,4309.04,3973.14,4293.44,1514406.552,6266188518.48803,2130976
1637193600000,2021-11-18 00:00:00,ETH/USDT,4288.00,4343.33,3957.96,3997.72,2286170.467,9439478791.19713,2883206
1637107200000,2021-11-17 00:00:00,ETH/USDT,4209.42,4300.00,4062.00,4287.99,1860601.927,7783640525.67040,2438404
1637020800000,2021-11-16 00:00:00,ETH/USDT,4567.01,4567.07,4077.00,4209.42,2734039.543,11760055645.26550,3378829
1636934400000,2021-11-15 00:00:00,ETH/USDT,4629.75,4771.83,4541.44,4567.01,1351110.691,6306501839.02235,1987809
1636848000000,2021-11-14 00:00:00,ETH/USDT,4644.42,4700.00,4515.84,4629.44,947148.676,4354962791.23766,1515170
1636761600000,2021-11-13 00:00:00,ETH/USDT,4665.99,4708.00,4585.11,4644.42,812743.805,3779188246.75865,1276335
1636675200000,2021-11-12 00:00:00,ETH/USDT,4721.19,4811.00,4508.00,4665.99,1671025.399,7762478251.17218,2375978
1636588800000,2021-11-11 00:00:00,ETH/USDT,4632.42,4783.12,4580.90,4721.19,1146003.874,5380011627.03747,1806373
1636502400000,2021-11-10 00:00:00,ETH/USDT,4734.99,4877.54,4450.00,4632.21,1848828.004,8703427804.71559,2683461
1636416000000,2021-11-09 00:00:00,ETH/USDT,4814.13,4844.97,4714.83,4734.98,1151973.219,5516088243.02753,1828390
1636329600000,2021-11-08 00:00:00,ETH/USDT,4616.51,4830.66,4615.21,4814.30,1214445.239,5753273555.99257,1852982
1636243200000,2021-11-07 00:00:00,ETH/USDT,4521.70,4642.76,4505.41,4616.50,832391.585,3816126139.59038,1498090
1636156800000,2021-11-06 00:00:00,ETH/USDT,4477.29,4538.29,4325.91,4521.40,1062427.875,4714538239.73170,1772519
1636070400000,2021-11-05 00:00:00,ETH/USDT,4535.38,4575.00,4445.10,4477.29,967384.995,4358883948.49716,1620292
1635984000000,2021-11-04 00:00:00,ETH/USDT,4606.59,4611.23,4423.09,4535.37,1202357.813,5431479120.96728,1818589
1635897600000,2021-11-03 00:00:00,ETH/USDT,4593.17,4676.00,4456.00,4606.59,1476260.698,6750265632.46388,2340677
1635811200000,2021-11-02 00:00:00,ETH/USDT,4322.72,4604.96,4286.67,4593.88,1477069.747,6575344469.33907,2278283
1635724800000,2021-11-01 00:00:00,ETH/USDT,4288.87,4385.57,4145.00,4322.72,1541230.772,6622171137.33538,2186831
1635638400000,2021-10-31 00:00:00,ETH/USDT,4324.82,4399.22,4161.00,4288.86,1308821.315,5597512700.72108,1990711
1635552000000,2021-10-30 00:00:00,ETH/USDT,4421.53,4438.85,4230.55,4324.82,1145688.807,4951230218.09777,1733391
1635465600000,2021-10-29 00:00:00,ETH/USDT,4288.91,4467.89,4269.16,4421.53,1862409.480,8133818992.52625,2761100
1635379200000,2021-10-28 00:00:00,ETH/USDT,3923.58,4300.00,3887.75,4288.96,2233903.498,9229357434.93807,2965480
1635292800000,2021-10-27 00:00:00,ETH/USDT,4133.37,4319.00,3900.00,3923.57,2642128.851,10763105133.42980,3282041
1635206400000,2021-10-26 00:00:00,ETH/USDT,4224.13,4306.61,4092.00,4133.39,1665700.699,6994107155.70646,2254733
1635120000000,2021-10-25 00:00:00,ETH/USDT,4084.60,4240.03,4071.37,4224.14,1389123.020,5782790674.75053,1960444
1635033600000,2021-10-24 00:00:00,ETH/USDT,4170.50,4191.72,3962.86,4084.61,1501860.773,6104092135.26068,2070642
1634947200000,2021-10-23 00:00:00,ETH/USDT,3975.55,4177.27,3940.60,4170.50,1494374.557,6054898527.29019,2032409
1634860800000,2021-10-22 00:00:00,ETH/USDT,4057.26,4172.52,3888.00,3975.56,2113125.983,8543803309.03356,2795912
1634774400000,2021-10-21 00:00:00,ETH/USDT,4164.13,4389.60,4006.83,4057.26,3807814.197,15910566499.34866,4598848
1634688000000,2021-10-20 00:00:00,ETH/USDT,3881.49,4173.50,3830.00,4164.14,2278334.962,9128464233.64793,2735839
1634601600000,2021-10-19 00:00:00,ETH/USDT,3748.10,3893.00,3734.93,3881.48,1769755.526,6744236733.28791,2184932
1634515200000,2021-10-18 00:00:00,ETH/USDT,3851.17,3898.94,3675.50,3748.31,1768303.025,6698042946.90319,2303134
1634428800000,2021-10-17 00:00:00,ETH/USDT,3833.29,3925.95,3634.32,3851.01,1611014.925,6142893874.59043,2079490
1634342400000,2021-10-16 00:00:00,ETH/USDT,3872.70,3980.00,3801.38,3833.30,1398494.278,5439841445.65477,1984170
1634256000000,2021-10-15 00:00:00,ETH/USDT,3794.18,3915.00,3737.13,3872.71,1828015.586,6986614680.17821,2438373
1634169600000,2021-10-14 00:00:00,ETH/USDT,3610.24,3830.00,3590.02,3794.19,1736537.630,6464841242.57513,2332774
1634083200000,2021-10-13 00:00:00,ETH/USDT,3492.90,3618.00,3412.29,3610.05,1635415.204,5716317657.28848,2084243
1633996800000,2021-10-12 00:00:00,ETH/USDT,3543.09,3549.82,3404.00,3492.91,1986800.415,6921948842.21512,2392794
1633910400000,2021-10-11 00:00:00,ETH/USDT,3415.01,3629.00,3368.00,3543.10,1874616.227,6627188014.14814,2262233
1633824000000,2021-10-10 00:00:00,ETH/USDT,3577.65,3607.55,3402.12,3415.01,1518799.428,5358091720.90991,2016636
1633737600000,2021-10-09 00:00:00,ETH/USDT,3563.82,3639.00,3538.10,3577.80,907875.164,3261401758.35606,1418747
1633651200000,2021-10-08 00:00:00,ETH/USDT,3589.85,3675.41,3531.00,3563.81,1501949.850,5420718273.95965,2075941
1633564800000,2021-10-07 00:00:00,ETH/USDT,3576.90,3659.98,3470.37,3589.85,1809003.003,6469443460.61853,2504305
1633478400000,2021-10-06 00:00:00,ETH/USDT,3517.64,3638.00,3339.67,3576.85,2134235.566,7490086402.70969,2853918
1633392000000,2021-10-05 00:00:00,ETH/USDT,3386.12,3549.90,3363.56,3517.64,1476768.109,5084407350.48579,2120567
1633305600000,2021-10-04 00:00:00,ETH/USDT,3418.21,3440.00,3268.81,3386.12,1961769.087,6593223607.91670,2748043
1633219200000,2021-10-03 00:00:00,ETH/USDT,3387.24,3489.22,3340.00,3418.25,1314004.609,4489154260.98601,2060929
1633132800000,2021-10-02 00:00:00,ETH/USDT,3308.59,3471.58,3257.05,3387.25,1587338.885,5321010602.50726,2257696
1633046400000,2021-10-01 00:00:00,ETH/USDT,2999.45,3331.56,2967.10,3308.58,2414202.176,7658451348.34575,3091228
1632960000000,2021-09-30 00:00:00,ETH/USDT,2848.38,3049.30,2835.29,2999.45,2159101.897,6442115144.18377,2898060
1632873600000,2021-09-29 00:00:00,ETH/USDT,2803.34,2949.00,2780.00,2848.38,1856317.865,5329924985.42150,2436419
1632787200000,2021-09-28 00:00:00,ETH/USDT,2923.59,2969.00,2781.00,2803.50,2369096.762,6842995160.86560,2966697
1632700800000,2021-09-27 00:00:00,ETH/USDT,3057.62,3163.90,2920.22,2923.60,2027218.619,6207785919.11740,2832962
1632614400000,2021-09-26 00:00:00,ETH/USDT,2921.08,3116.84,2737.19,3057.63,2764303.968,8086407799.82040,3532565
1632528000000,2021-09-25 00:00:00,ETH/USDT,2926.36,2967.32,2800.00,2921.08,2234473.056,6479851719.41051,2957595
1632441600000,2021-09-24 00:00:00,ETH/USDT,3150.70,3157.50,2731.00,2926.37,3728806.998,10865785866.61314,4408594
1632355200000,2021-09-23 00:00:00,ETH/USDT,3076.62,3173.99,3032.77,3150.70,1943658.778,6041895582.92996,2712607
1632268800000,2021-09-22 00:00:00,ETH/USDT,2765.47,3088.88,2736.57,3076.62,2674294.104,7869352817.07343,3650837
1632182400000,2021-09-21 00:00:00,ETH/USDT,2978.34,3108.17,2647.80,2765.48,4287819.594,12492102976.07246,5223380
1632096000000,2021-09-20 00:00:00,ETH/USDT,3328.99,3347.99,2907.07,2978.34,3894855.847,12039370935.18889,4649623
1632009600000,2021-09-19 00:00:00,ETH/USDT,3435.36,3459.00,3275.00,3328.72,1409270.892,4746244212.53249,2148573
1631923200000,2021-09-18 00:00:00,ETH/USDT,3401.00,3546.00,3370.25,3435.35,1392166.948,4822132415.09092,2152638
1631836800000,2021-09-17 00:00:00,ETH/USDT,3570.46,3597.52,3350.00,3400.99,1665745.301,5777910858.46376,2467615
1631750400000,2021-09-16 00:00:00,ETH/USDT,3614.71,3678.00,3482.00,3570.46,1879717.934,6749807268.03060,2648168
1631664000000,2021-09-15 00:00:00,ETH/USDT,3435.29,3620.00,3358.08,3614.72,1652816.482,5729547036.04413,2219716
1631577600000,2021-09-14 00:00:00,ETH/USDT,3284.17,3438.00,3269.25,3435.42,1536142.673,5132621489.63076,2284886
1631491200000,2021-09-13 00:00:00,ETH/USDT,3405.65,3432.12,3107.02,3284.41,2654865.254,8628300678.82541,3549751
1631404800000,2021-09-12 00:00:00,ETH/USDT,3267.28,3474.95,3230.84,3405.21,1518234.911,5125794285.18948,2511815
1631318400000,2021-09-11 00:00:00,ETH/USDT,3209.85,3349.17,3199.26,3267.23,1413713.591,4634941547.10116,2420923
1631232000000,2021-09-10 00:00:00,ETH/USDT,3426.43,3517.91,3143.20,3209.84,2299854.907,7664857100.21164,3428953
1631145600000,2021-09-09 00:00:00,ETH/USDT,3497.68,3570.34,3390.00,3426.42,1980923.900,6915562238.84697,2960337
1631059200000,2021-09-08 00:00:00,ETH/USDT,3435.00,3562.25,3217.01,3497.99,2986177.270,10180478366.96899,4117346
1630972800000,2021-09-07 00:00:00,ETH/USDT,3929.01,3952.53,2923.00,3435.00,4947996.791,17735945429.50642,5556239
