https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT,tradecount
1657324800000,2022-07-09 00:00:00,EOS/USDT,1.013,1.049,1.012,1.038,39609382.2,40902034.5384,90737
1657238400000,2022-07-08 00:00:00,EOS/USDT,1.030,1.072,1.003,1.013,76197215.0,78534577.3357,155578
1657152000000,2022-07-07 00:00:00,EOS/USDT,0.998,1.038,0.988,1.030,57477847.9,58135581.5064,117774
1657065600000,2022-07-06 00:00:00,EOS/USDT,0.970,1.009,0.956,0.998,77638752.5,76313350.8552,152213
1656979200000,2022-07-05 00:00:00,EOS/USDT,0.985,1.001,0.928,0.971,133452256.7,128408810.7338,211870
1656892800000,2022-07-04 00:00:00,EOS/USDT,0.943,0.989,0.918,0.986,87726149.1,83657382.3702,152372
1656806400000,2022-07-03 00:00:00,EOS/USDT,0.937,0.949,0.910,0.944,60743231.2,56453906.5507,116422
1656720000000,2022-07-02 00:00:00,EOS/USDT,0.911,0.944,0.899,0.938,67677709.1,62170425.4585,115340
1656633600000,2022-07-01 00:00:00,EOS/USDT,0.926,0.954,0.887,0.910,105293176.0,96467108.3017,179724
1656547200000,2022-06-30 00:00:00,EOS/USDT,0.935,0.938,0.868,0.925,118044132.7,106193258.7380,203702
1656460800000,2022-06-29 00:00:00,EOS/USDT,0.943,0.958,0.920,0.935,106577032.3,99974200.1029,176171
1656374400000,2022-06-28 00:00:00,EOS/USDT,0.984,1.004,0.939,0.944,106109454.2,103565685.4358,174554
1656288000000,2022-06-27 00:00:00,EOS/USDT,0.989,1.028,0.965,0.984,105660080.2,105096908.1515,177869
1656201600000,2022-06-26 00:00:00,EOS/USDT,1.008,1.039,0.986,0.989,84716854.6,85838172.8703,163796
1656115200000,2022-06-25 00:00:00,EOS/USDT,1.004,1.026,0.968,1.008,73632722.5,73550743.0358,155443
1656028800000,2022-06-24 00:00:00,EOS/USDT,0.974,1.021,0.973,1.004,107702051.0,107431547.0602,208555
1655942400000,2022-06-23 00:00:00,EOS/USDT,0.924,0.977,0.920,0.973,82004043.9,78339320.8735,168527
1655856000000,2022-06-22 00:00:00,EOS/USDT,0.964,0.964,0.916,0.925,106594434.4,99867215.2925,201911
1655769600000,2022-06-21 00:00:00,EOS/USDT,0.961,1.005,0.945,0.964,98749056.5,96343960.5124,206917
1655683200000,2022-06-20 00:00:00,EOS/USDT,0.966,0.987,0.922,0.962,106804387.7,101943995.6517,213034
1655596800000,2022-06-19 00:00:00,EOS/USDT,0.887,0.978,0.858,0.967,118360326.3,107566380.8547,230713
1655510400000,2022-06-18 00:00:00,EOS/USDT,0.937,0.949,0.814,0.886,167133389.9,147079643.6870,294590
1655424000000,2022-06-17 00:00:00,EOS/USDT,0.910,0.963,0.902,0.937,86036762.3,80492069.3993,175329
1655337600000,2022-06-16 00:00:00,EOS/USDT,1.008,1.024,0.899,0.909,117279159.3,111210958.7041,241748
1655251200000,2022-06-15 00:00:00,EOS/USDT,0.941,1.015,0.852,1.008,207055843.6,189786992.0034,418333
1655164800000,2022-06-14 00:00:00,EOS/USDT,0.916,0.961,0.850,0.940,163333225.4,150207469.8390,370453
1655078400000,2022-06-13 00:00:00,EOS/USDT,1.027,1.043,0.875,0.916,251501199.7,236977786.0403,545586
1654992000000,2022-06-12 00:00:00,EOS/USDT,1.117,1.126,1.027,1.028,108587355.2,116447352.5609,268467
1654905600000,2022-06-11 00:00:00,EOS/USDT,1.182,1.215,1.096,1.117,89153691.7,102586238.0139,233267
1654819200000,2022-06-10 00:00:00,EOS/USDT,1.239,1.252,1.160,1.182,68015274.0,82265354.1728,195649
1654732800000,2022-06-09 00:00:00,EOS/USDT,1.253,1.276,1.227,1.238,52734782.5,66041775.4612,149600
1654646400000,2022-06-08 00:00:00,EOS/USDT,1.284,1.307,1.240,1.252,62845006.5,79615612.2804,176290
1654560000000,2022-06-07 00:00:00,EOS/USDT,1.301,1.325,1.216,1.284,75549301.0,95389722.2672,231521
1654473600000,2022-06-06 00:00:00,EOS/USDT,1.268,1.334,1.260,1.302,61503092.8,80346020.8587,182456
1654387200000,2022-06-05 00:00:00,EOS/USDT,1.283,1.294,1.255,1.268,37975547.7,48338366.8750,120261
1654300800000,2022-06-04 00:00:00,EOS/USDT,1.263,1.295,1.238,1.284,39869314.6,50556872.5183,120245
1654214400000,2022-06-03 00:00:00,EOS/USDT,1.292,1.300,1.232,1.263,51501135.4,64971595.6432,153773
1654128000000,2022-06-02 00:00:00,EOS/USDT,1.266,1.298,1.245,1.292,54480253.2,69126852.6023,160090
1654041600000,2022-06-01 00:00:00,EOS/USDT,1.381,1.407,1.238,1.265,84267742.5,111801047.4067,233313
1653955200000,2022-05-31 00:00:00,EOS/USDT,1.387,1.398,1.327,1.381,84801004.3,115585000.0222,212463
1653868800000,2022-05-30 00:00:00,EOS/USDT,1.292,1.402,1.281,1.387,74408927.5,100120078.2701,190223
1653782400000,2022-05-29 00:00:00,EOS/USDT,1.255,1.295,1.229,1.292,50603296.0,63786416.3625,141495
1653696000000,2022-05-28 00:00:00,EOS/USDT,1.214,1.265,1.205,1.255,55873801.9,69384557.6884,153043
1653609600000,2022-05-27 00:00:00,EOS/USDT,1.236,1.260,1.184,1.213,101084184.2,123704765.1187,266303
1653523200000,2022-05-26 00:00:00,EOS/USDT,1.322,1.340,1.185,1.236,97418374.5,122276021.2971,265196
1653436800000,2022-05-25 00:00:00,EOS/USDT,1.343,1.372,1.302,1.322,60025728.3,80069409.1072,182234
1653350400000,2022-05-24 00:00:00,EOS/USDT,1.306,1.357,1.270,1.343,70829478.1,93262796.0248,197613
1653264000000,2022-05-23 00:00:00,EOS/USDT,1.353,1.439,1.290,1.305,89431216.0,122582307.5827,256907
1653177600000,2022-05-22 00:00:00,EOS/USDT,1.305,1.371,1.291,1.354,67484142.5,90343219.8440,196828
1653091200000,2022-05-21 00:00:00,EOS/USDT,1.271,1.324,1.242,1.306,55036516.8,70880447.6335,157539
1653004800000,2022-05-20 00:00:00,EOS/USDT,1.320,1.348,1.244,1.272,76624842.1,99217250.9378,254938
1652918400000,2022-05-19 00:00:00,EOS/USDT,1.265,1.336,1.221,1.321,65703240.9,84166320.6347,219628
1652832000000,2022-05-18 00:00:00,EOS/USDT,1.377,1.390,1.259,1.266,68952578.3,90875059.8785,243469
1652745600000,2022-05-17 00:00:00,EOS/USDT,1.316,1.394,1.310,1.376,66906565.3,90864791.6308,231578
1652659200000,2022-05-16 00:00:00,EOS/USDT,1.405,1.408,1.277,1.315,87192270.4,115237190.5180,273774
1652572800000,2022-05-15 00:00:00,EOS/USDT,1.350,1.409,1.308,1.405,60327184.5,81399265.5843,190819
1652486400000,2022-05-14 00:00:00,EOS/USDT,1.338,1.381,1.249,1.350,80416530.9,105881482.8426,224093
1652400000000,2022-05-13 00:00:00,EOS/USDT,1.273,1.461,1.257,1.338,118449557.0,163778795.9832,320854
1652313600000,2022-05-12 00:00:00,EOS/USDT,1.407,1.455,1.110,1.272,251251059.2,320619729.6787,775163
1652227200000,2022-05-11 00:00:00,EOS/USDT,1.716,1.737,1.337,1.406,268643640.0,416021100.7799,898391
1652140800000,2022-05-10 00:00:00,EOS/USDT,1.582,1.815,1.582,1.716,205764160.7,353757058.1248,697519
1652054400000,2022-05-09 00:00:00,EOS/USDT,1.949,1.976,1.508,1.582,177364212.7,319579289.0660,664102
1651968000000,2022-05-08 00:00:00,EOS/USDT,1.976,1.993,1.925,1.949,64592068.4,126706251.7742,263985
1651881600000,2022-05-07 00:00:00,EOS/USDT,2.023,2.049,1.926,1.976,66857167.5,134346251.5850,261229
1651795200000,2022-05-06 00:00:00,EOS/USDT,2.012,2.048,1.935,2.022,79064725.4,158380400.1266,324788
1651708800000,2022-05-05 00:00:00,EOS/USDT,2.224,2.249,1.954,2.011,111548250.7,231904752.3087,423101
1651622400000,2022-05-04 00:00:00,EOS/USDT,2.053,2.237,2.043,2.224,73722728.1,156640242.9829,307831
1651536000000,2022-05-03 00:00:00,EOS/USDT,2.094,2.123,2.015,2.053,55253943.4,114962327.5535,233713
1651449600000,2022-05-02 00:00:00,EOS/USDT,2.107,2.152,2.030,2.095,77245389.7,161561796.5512,312692
1651363200000,2022-05-01 00:00:00,EOS/USDT,2.009,2.111,1.995,2.106,66107732.6,135874392.5105,283598
1651276800000,2022-04-30 00:00:00,EOS/USDT,2.273,2.290,1.910,2.010,113158278.3,241738995.9634,425868
1651190400000,2022-04-29 00:00:00,EOS/USDT,2.313,2.377,2.220,2.273,108628131.1,250234864.0545,443076
1651104000000,2022-04-28 00:00:00,EOS/USDT,2.252,2.352,2.242,2.313,105240308.7,242177465.8798,356117
1651017600000,2022-04-27 00:00:00,EOS/USDT,2.182,2.283,2.158,2.251,71536850.8,159756178.2874,295222
1650931200000,2022-04-26 00:00:00,EOS/USDT,2.376,2.450,2.142,2.182,111265969.7,256899761.9670,449937
1650844800000,2022-04-25 00:00:00,EOS/USDT,2.349,2.394,2.204,2.376,97844971.7,224976221.3261,422131
1650758400000,2022-04-24 00:00:00,EOS/USDT,2.403,2.448,2.334,2.349,52833185.1,126154786.8648,228336
1650672000000,2022-04-23 00:00:00,EOS/USDT,2.456,2.487,2.376,2.403,62039770.1,150545867.9409,268170
1650585600000,2022-04-22 00:00:00,EOS/USDT,2.503,2.555,2.432,2.456,102178003.4,256630426.9373,398102
1650499200000,2022-04-21 00:00:00,EOS/USDT,2.763,2.860,2.444,2.503,215758284.9,579644607.8180,793439
1650412800000,2022-04-20 00:00:00,EOS/USDT,2.646,2.888,2.518,2.764,256024181.5,697162163.0009,980699
1650326400000,2022-04-19 00:00:00,EOS/USDT,2.444,2.698,2.417,2.645,128760548.0,328455752.4172,489741
1650240000000,2022-04-18 00:00:00,EOS/USDT,2.415,2.458,2.294,2.443,122241453.0,289882634.8368,443108
1650153600000,2022-04-17 00:00:00,EOS/USDT,2.608,2.685,2.387,2.415,192758009.1,494063205.0538,615482
1650067200000,2022-04-16 00:00:00,EOS/USDT,2.418,2.642,2.401,2.608,151832717.3,383184050.8701,504509
1649980800000,2022-04-15 00:00:00,EOS/USDT,2.307,2.441,2.290,2.419,94814819.0,225395113.2103,360202
1649894400000,2022-04-14 00:00:00,EOS/USDT,2.358,2.370,2.239,2.306,68478321.3,157992976.6496,285420
1649808000000,2022-04-13 00:00:00,EOS/USDT,2.243,2.361,2.207,2.358,80380153.9,183308291.2447,342723
1649721600000,2022-04-12 00:00:00,EOS/USDT,2.162,2.252,2.151,2.242,51992544.3,114648966.8796,268800
1649635200000,2022-04-11 00:00:00,EOS/USDT,2.359,2.379,2.117,2.163,91196244.9,203987419.7534,408773
1649548800000,2022-04-10 00:00:00,EOS/USDT,2.415,2.482,2.353,2.360,53354785.7,128429955.5941,275139
1649462400000,2022-04-09 00:00:00,EOS/USDT,2.377,2.444,2.358,2.415,47578124.6,114479343.5470,252073
1649376000000,2022-04-08 00:00:00,EOS/USDT,2.502,2.522,2.343,2.377,68873905.5,167618744.6254,360176
1649289600000,2022-04-07 00:00:00,EOS/USDT,2.425,2.537,2.388,2.501,59221492.4,146175885.2315,325187
1649203200000,2022-04-06 00:00:00,EOS/USDT,2.750,2.759,2.411,2.425,87417625.6,227385691.3248,485139
1649116800000,2022-04-05 00:00:00,EOS/USDT,2.889,2.910,2.727,2.749,59940551.5,169664562.7937,306771
1649030400000,2022-04-04 00:00:00,EOS/USDT,2.842,2.944,2.710,2.890,126990727.6,360365869.2705,600595
1648944000000,2022-04-03 00:00:00,EOS/USDT,2.787,2.866,2.721,2.841,40247126.7,112735001.9566,240556
1648857600000,2022-04-02 00:00:00,EOS/USDT,2.837,2.939,2.762,2.787,49127632.0,140375071.3317,272135
1648771200000,2022-04-01 00:00:00,EOS/USDT,2.827,2.868,2.653,2.838,73639423.2,204183874.4202,384399
1648684800000,2022-03-31 00:00:00,EOS/USDT,2.938,3.022,2.729,2.828,85100783.4,246914713.6725,401903
1648598400000,2022-03-30 00:00:00,EOS/USDT,2.895,3.065,2.802,2.938,101892412.4,299542139.7695,463160
1648512000000,2022-03-29 00:00:00,EOS/USDT,2.860,2.970,2.765,2.894,135781324.6,391854949.8032,498265
1648425600000,2022-03-28 00:00:00,EOS/USDT,2.670,3.177,2.645,2.860,305589566.1,908788760.3771,1141593
1648339200000,2022-03-27 00:00:00,EOS/USDT,2.512,2.675,2.482,2.669,71604911.2,183281201.3610,299013
1648252800000,2022-03-26 00:00:00,EOS/USDT,2.505,2.515,2.460,2.512,41299927.1,102890188.6143,166064
1648166400000,2022-03-25 00:00:00,EOS/USDT,2.542,2.577,2.423,2.505,77464351.7,194981907.9550,314111
1648080000000,2022-03-24 00:00:00,EOS/USDT,2.499,2.628,2.435,2.541,73134120.6,183689751.4279,315276
1647993600000,2022-03-23 00:00:00,EOS/USDT,2.550,2.586,2.436,2.499,97873861.8,244299962.8295,354242
1647907200000,2022-03-22 00:00:00,EOS/USDT,2.347,2.574,2.346,2.549,177804850.5,437080187.4081,608289
1647820800000,2022-03-21 00:00:00,EOS/USDT,2.213,2.445,2.144,2.347,123324968.7,286441521.7202,522667
1647734400000,2022-03-20 00:00:00,EOS/USDT,2.215,2.277,2.153,2.213,54353290.3,120107245.8137,308098
1647648000000,2022-03-19 00:00:00,EOS/USDT,2.127,2.225,2.126,2.215,35491215.0,76921956.2884,167499
1647561600000,2022-03-18 00:00:00,EOS/USDT,2.085,2.145,2.049,2.127,26971171.2,56346684.1830,146536
1647475200000,2022-03-17 00:00:00,EOS/USDT,2.083,2.097,2.050,2.085,22941988.7,47651559.7384,124227
1647388800000,2022-03-16 00:00:00,EOS/USDT,1.986,2.095,1.974,2.084,49755612.4,100937096.9168,228302
1647302400000,2022-03-15 00:00:00,EOS/USDT,1.966,2.009,1.915,1.985,31160508.4,61056693.6726,144355
1647216000000,2022-03-14 00:00:00,EOS/USDT,1.905,1.976,1.882,1.966,37791028.3,73303094.5278,171183
1647129600000,2022-03-13 00:00:00,EOS/USDT,1.969,2.006,1.887,1.905,35283509.5,69079127.9604,154825
1647043200000,2022-03-12 00:00:00,EOS/USDT,1.973,2.008,1.964,1.968,23212900.0,46096681.9354,105987
1646956800000,2022-03-11 00:00:00,EOS/USDT,1.982,2.016,1.921,1.972,42916780.5,84454048.8342,194958
1646870400000,2022-03-10 00:00:00,EOS/USDT,2.065,2.100,1.929,1.983,52518555.5,104678392.6784,231164
1646784000000,2022-03-09 00:00:00,EOS/USDT,1.970,2.079,1.967,2.065,38773131.2,79358049.4816,203257
1646697600000,2022-03-08 00:00:00,EOS/USDT,1.919,1.994,1.909,1.969,43166759.4,84703276.5368,199059
1646611200000,2022-03-07 00:00:00,EOS/USDT,1.960,2.020,1.868,1.919,52454953.9,102257376.8769,216242
1646524800000,2022-03-06 00:00:00,EOS/USDT,2.042,2.057,1.944,1.960,40797808.5,81813363.4839,168962
1646438400000,2022-03-05 00:00:00,EOS/USDT,2.001,2.052,1.958,2.041,31643583.3,63629760.9530,147435
1646352000000,2022-03-04 00:00:00,EOS/USDT,2.154,2.164,1.970,2.000,60285572.1,124700674.8759,252230
1646265600000,2022-03-03 00:00:00,EOS/USDT,2.212,2.223,2.120,2.154,43655620.5,95063110.0661,215608
1646179200000,2022-03-02 00:00:00,EOS/USDT,2.265,2.284,2.177,2.212,48301294.6,107626769.0869,238980
1646092800000,2022-03-01 00:00:00,EOS/USDT,2.282,2.313,2.206,2.264,55239432.2,124851945.6766,270996
1646006400000,2022-02-28 00:00:00,EOS/USDT,2.090,2.284,2.060,2.282,71243439.6,153004041.6969,303048
1645920000000,2022-02-27 00:00:00,EOS/USDT,2.162,2.248,2.054,2.090,82675125.2,179005401.2174,333289
1645833600000,2022-02-26 00:00:00,EOS/USDT,2.145,2.396,2.133,2.161,53057579.7,115646277.5370,235448
1645747200000,2022-02-25 00:00:00,EOS/USDT,2.069,2.163,2.028,2.146,55433494.4,115781077.7310,236480
1645660800000,2022-02-24 00:00:00,EOS/USDT,2.103,2.122,1.857,2.069,121791192.4,240232185.1210,440334
1645574400000,2022-02-23 00:00:00,EOS/USDT,2.166,2.229,2.097,2.102,43913897.4,95482074.1870,193179
1645488000000,2022-02-22 00:00:00,EOS/USDT,2.070,2.178,2.026,2.166,55335378.4,116304889.0795,232258
1645401600000,2022-02-21 00:00:00,EOS/USDT,2.196,2.272,2.060,2.069,80369139.9,176672174.4357,317666
1645315200000,2022-02-20 00:00:00,EOS/USDT,2.287,2.297,2.167,2.197,45441932.9,100416636.5111,209414
1645228800000,2022-02-19 00:00:00,EOS/USDT,2.294,2.336,2.227,2.286,48763785.9,111388771.1327,192709
1645142400000,2022-02-18 00:00:00,EOS/USDT,2.325,2.379,2.271,2.294,53063896.0,123502959.2806,232268
1645056000000,2022-02-17 00:00:00,EOS/USDT,2.547,2.582,2.290,2.325,56657898.1,138245146.7316,285372
1644969600000,2022-02-16 00:00:00,EOS/USDT,2.529,2.580,2.457,2.547,56432945.9,141751504.2437,270877
1644883200000,2022-02-15 00:00:00,EOS/USDT,2.369,2.537,2.362,2.529,36541488.4,89668821.4899,210764
1644796800000,2022-02-14 00:00:00,EOS/USDT,2.378,2.394,2.306,2.368,38634343.1,90823696.8338,203093
1644710400000,2022-02-13 00:00:00,EOS/USDT,2.395,2.430,2.346,2.377,33710582.6,80732323.1440,177234
1644624000000,2022-02-12 00:00:00,EOS/USDT,2.411,2.434,2.327,2.395,47158615.9,112574918.5479,232916
1644537600000,2022-02-11 00:00:00,EOS/USDT,2.547,2.599,2.381,2.411,63288617.9,159973269.1930,305614
1644451200000,2022-02-10 00:00:00,EOS/USDT,2.669,2.766,2.543,2.547,76512427.2,203266372.2562,371359
1644364800000,2022-02-09 00:00:00,EOS/USDT,2.629,2.698,2.585,2.668,44383753.0,117596689.8423,228225
1644278400000,2022-02-08 00:00:00,EOS/USDT,2.694,2.767,2.540,2.630,71365428.0,188198159.9675,353439
1644192000000,2022-02-07 00:00:00,EOS/USDT,2.536,2.719,2.488,2.695,74092530.6,193175640.2240,329176
1644105600000,2022-02-06 00:00:00,EOS/USDT,2.475,2.549,2.429,2.536,40909035.9,101776025.2713,187785
1644019200000,2022-02-05 00:00:00,EOS/USDT,2.480,2.528,2.441,2.476,48043826.4,119628776.4855,209672
1643932800000,2022-02-04 00:00:00,EOS/USDT,2.309,2.486,2.288,2.480,72699613.6,173342592.3230,305566
1643846400000,2022-02-03 00:00:00,EOS/USDT,2.275,2.311,2.227,2.309,54711355.7,124115720.9017,265969
1643760000000,2022-02-02 00:00:00,EOS/USDT,2.353,2.456,2.258,2.275,70976747.8,167886089.2393,308460
1643673600000,2022-02-01 00:00:00,EOS/USDT,2.335,2.371,2.308,2.353,45583005.0,106536638.2418,214635
1643587200000,2022-01-31 00:00:00,EOS/USDT,2.315,2.348,2.204,2.335,56828406.4,129714444.8031,237303
1643500800000,2022-01-30 00:00:00,EOS/USDT,2.335,2.367,2.259,2.315,40875183.0,94938557.5697,199836
1643414400000,2022-01-29 00:00:00,EOS/USDT,2.307,2.381,2.285,2.336,40583947.2,94452036.9723,215910
1643328000000,2022-01-28 00:00:00,EOS/USDT,2.222,2.320,2.180,2.307,66817839.2,149290352.0606,295104
1643241600000,2022-01-27 00:00:00,EOS/USDT,2.211,2.246,2.122,2.221,73630788.3,160930623.0878,297766
1643155200000,2022-01-26 00:00:00,EOS/USDT,2.223,2.382,2.181,2.211,86121228.3,195084579.2183,357401
1643068800000,2022-01-25 00:00:00,EOS/USDT,2.196,2.235,2.155,2.223,62922104.3,137942181.5740,275564
1642982400000,2022-01-24 00:00:00,EOS/USDT,2.271,2.273,1.989,2.195,129375563.8,272772922.5630,526168
1642896000000,2022-01-23 00:00:00,EOS/USDT,2.220,2.290,2.157,2.271,80406851.9,179199501.2406,336518
1642809600000,2022-01-22 00:00:00,EOS/USDT,2.367,2.432,2.003,2.220,200067140.8,444699977.0246,735023
1642723200000,2022-01-21 00:00:00,EOS/USDT,2.632,2.666,2.291,2.368,133879866.3,334735878.2906,589814
1642636800000,2022-01-20 00:00:00,EOS/USDT,2.736,2.855,2.613,2.632,50369044.3,138780956.3649,304972
1642550400000,2022-01-19 00:00:00,EOS/USDT,2.824,2.873,2.701,2.738,60320949.7,167286850.5479,308444
1642464000000,2022-01-18 00:00:00,EOS/USDT,2.830,2.936,2.744,2.823,75336540.3,212793991.5087,353142
1642377600000,2022-01-17 00:00:00,EOS/USDT,2.904,2.908,2.774,2.830,48495937.4,138017532.9826,252650
1642291200000,2022-01-16 00:00:00,EOS/USDT,2.908,2.948,2.861,2.903,34230988.2,99584024.9335,189884
1642204800000,2022-01-15 00:00:00,EOS/USDT,2.860,2.954,2.844,2.909,45126171.8,130771405.6612,232838
1642118400000,2022-01-14 00:00:00,EOS/USDT,2.790,2.929,2.769,2.861,55378023.3,157956545.7399,282683
1642032000000,2022-01-13 00:00:00,EOS/USDT,2.885,2.904,2.781,2.790,40441818.7,115199346.5255,233873
1641945600000,2022-01-12 00:00:00,EOS/USDT,2.767,2.911,2.761,2.885,45456238.2,128828877.4269,252588
1641859200000,2022-01-11 00:00:00,EOS/USDT,2.700,2.800,2.686,2.768,49886452.0,136614695.8884,252618
1641772800000,2022-01-10 00:00:00,EOS/USDT,2.792,2.824,2.572,2.700,87235989.5,234375033.2038,408084
1641686400000,2022-01-09 00:00:00,EOS/USDT,2.749,2.841,2.736,2.792,38726897.5,108184625.2933,221519
1641600000000,2022-01-08 00:00:00,EOS/USDT,2.839,2.897,2.663,2.750,58877107.0,164721908.7828,354567
1641513600000,2022-01-07 00:00:00,EOS/USDT,2.920,2.927,2.698,2.838,98945657.4,279394943.3776,511358
1641427200000,2022-01-06 00:00:00,EOS/USDT,2.895,2.936,2.808,2.920,61449215.1,176561711.7187,353373
1641340800000,2022-01-05 00:00:00,EOS/USDT,3.166,3.234,2.775,2.894,81145598.6,248715443.0315,441886
1641254400000,2022-01-04 00:00:00,EOS/USDT,3.195,3.259,3.141,3.167,53181739.1,170412991.2746,264152
1641168000000,2022-01-03 00:00:00,EOS/USDT,3.251,3.252,3.133,3.194,43449098.9,138789164.2472,238506
1641081600000,2022-01-02 00:00:00,EOS/USDT,3.157,3.276,3.131,3.252,54031201.2,172792005.5498,299378
1640995200000,2022-01-01 00:00:00,EOS/USDT,3.033,3.160,3.032,3.158,32792996.4,101023702.1453,204789
1640908800000,2021-12-31 00:00:00,EOS/USDT,3.075,3.150,2.972,3.032,54246240.1,167038391.0404,298487
1640822400000,2021-12-30 00:00:00,EOS/USDT,3.027,3.115,2.956,3.076,53487599.7,162960786.6340,295574
1640736000000,2021-12-29 00:00:00,EOS/USDT,3.128,3.218,3.003,3.027,70912841.7,221089300.5382,350620
1640649600000,2021-12-28 00:00:00,EOS/USDT,3.391,3.392,3.101,3.127,77245826.8,250446472.4341,411841
1640563200000,2021-12-27 00:00:00,EOS/USDT,3.394,3.499,3.368,3.391,52228625.6,179657041.5068,290120
1640476800000,2021-12-26 00:00:00,EOS/USDT,3.407,3.415,3.310,3.393,43320130.9,145867763.1071,244321
1640390400000,2021-12-25 00:00:00,EOS/USDT,3.378,3.448,3.354,3.408,40094551.1,136580964.6186,235743
1640304000000,2021-12-24 00:00:00,EOS/USDT,3.501,3.520,3.351,3.378,52571376.9,181589651.8886,309996
1640217600000,2021-12-23 00:00:00,EOS/USDT,3.348,3.530,3.303,3.500,69670987.9,237143002.4318,405683
1640131200000,2021-12-22 00:00:00,EOS/USDT,3.311,3.430,3.282,3.349,65705041.4,220551357.8814,380218
1640044800000,2021-12-21 00:00:00,EOS/USDT,3.187,3.360,3.171,3.311,81253820.1,267446978.6796,446305
1639958400000,2021-12-20 00:00:00,EOS/USDT,3.187,3.339,3.088,3.187,102881786.6,328518311.9307,574327
1639872000000,2021-12-19 00:00:00,EOS/USDT,3.240,3.306,3.172,3.187,59808196.2,193822934.6952,321145
1639785600000,2021-12-18 00:00:00,EOS/USDT,3.151,3.309,3.107,3.240,56460108.4,182138742.2105,335166
1639699200000,2021-12-17 00:00:00,EOS/USDT,3.209,3.267,3.051,3.150,85581590.0,270709608.5058,471985
1639612800000,2021-12-16 00:00:00,EOS/USDT,3.362,3.400,3.190,3.209,87101420.6,288863104.4294,494635
1639526400000,2021-12-15 00:00:00,EOS/USDT,3.351,3.496,3.133,3.362,152862010.3,508670759.4722,815770
1639440000000,2021-12-14 00:00:00,EOS/USDT,3.092,3.429,3.042,3.350,240347614.0,791487807.2396,1106680
1639353600000,2021-12-13 00:00:00,EOS/USDT,3.330,3.396,3.005,3.091,151404306.9,483675283.8872,703257
1639267200000,2021-12-12 00:00:00,EOS/USDT,3.411,3.511,3.234,3.331,108710433.3,365945141.4031,490603
1639180800000,2021-12-11 00:00:00,EOS/USDT,3.036,3.567,2.982,3.412,244510388.2,832229730.5192,1004404
1639094400000,2021-12-10 00:00:00,EOS/USDT,3.219,3.343,3.020,3.037,121378690.1,387694065.8779,542836
1639008000000,2021-12-09 00:00:00,EOS/USDT,3.648,3.713,3.206,3.218,169556580.0,581741146.5968,801751
1638921600000,2021-12-08 00:00:00,EOS/USDT,3.219,3.888,3.116,3.649,338817314.3,1229776475.9604,1613952
1638835200000,2021-12-07 00:00:00,EOS/USDT,3.270,3.331,3.169,3.220,80157051.3,259873137.6317,419955
1638748800000,2021-12-06 00:00:00,EOS/USDT,3.031,3.295,2.806,3.270,180006414.5,555221708.9239,842511
1638662400000,2021-12-05 00:00:00,EOS/USDT,3.143,3.188,2.852,3.030,111344239.0,336132733.3390,527253
1638576000000,2021-12-04 00:00:00,EOS/USDT,3.791,3.807,2.366,3.142,278999269.8,847367278.1809,1093198
1638489600000,2021-12-03 00:00:00,EOS/USDT,3.966,4.172,3.642,3.791,87055948.4,342801302.1160,509575
1638403200000,2021-12-02 00:00:00,EOS/USDT,3.991,4.010,3.854,3.966,43904092.4,173531246.2052,306598
1638316800000,2021-12-01 00:00:00,EOS/USDT,4.006,4.119,3.932,3.992,49778772.1,201212341.7356,326312
1638230400000,2021-11-30 00:00:00,EOS/USDT,4.004,4.177,3.876,4.006,79586305.7,320705357.7269,493134
1638144000000,2021-11-29 00:00:00,EOS/USDT,3.966,4.045,3.902,4.004,47949803.1,190465037.2781,309873
1638057600000,2021-11-28 00:00:00,EOS/USDT,3.896,3.970,3.656,3.966,66305261.4,253202829.4121,428363
1637971200000,2021-11-27 00:00:00,EOS/USDT,3.852,3.977,3.832,3.896,44983003.6,175778437.7938,312753
1637884800000,2021-11-26 00:00:00,EOS/USDT,4.256,4.272,3.733,3.852,114886579.7,451907041.0137,618724
1637798400000,2021-11-25 00:00:00,EOS/USDT,4.122,4.318,4.097,4.256,46701440.7,197182657.9328,338297
1637712000000,2021-11-24 00:00:00,EOS/USDT,4.235,4.264,4.001,4.123,53134900.3,219160006.2996,379909
1637625600000,2021-11-23 00:00:00,EOS/USDT,4.136,4.255,4.054,4.235,54032204.9,225095920.4114,403826
1637539200000,2021-11-22 00:00:00,EOS/USDT,4.246,4.289,4.053,4.135,68595433.5,286007721.9766,458284
1637452800000,2021-11-21 00:00:00,EOS/USDT,4.343,4.385,4.230,4.244,38858075.5,166826353.9954,294790
1637366400000,2021-11-20 00:00:00,EOS/USDT,4.288,4.352,4.170,4.342,46144058.7,197869004.0128,325399
1637280000000,2021-11-19 00:00:00,EOS/USDT,4.087,4.319,4.047,4.287,63531272.6,267347747.4507,416517
1637193600000,2021-11-18 00:00:00,EOS/USDT,4.368,4.444,3.930,4.087,96318324.8,401051941.7073,629355
1637107200000,2021-11-17 00:00:00,EOS/USDT,4.327,4.413,4.170,4.368,68203257.3,293962424.1943,478940
1637020800000,2021-11-16 00:00:00,EOS/USDT,4.810,4.813,4.046,4.326,115698927.0,513509252.3532,811063
