https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USDT,tradecount
1661126400000,2022-08-22 00:00:00,LTC/USDT,55.62,57.44,52.24,57.19,5230354.087,289245619.38277,521949
1661040000000,2022-08-21 00:00:00,LTC/USDT,54.06,55.96,53.76,55.62,2363332.743,129606901.99520,271341
1660953600000,2022-08-20 00:00:00,LTC/USDT,53.95,55.58,52.59,54.07,3177292.731,173074633.90522,367950
1660867200000,2022-08-19 00:00:00,LTC/USDT,59.98,60.14,53.19,53.95,4520589.512,252754677.35253,511278
1660780800000,2022-08-18 00:00:00,LTC/USDT,60.49,61.67,59.26,59.98,2443738.987,148376545.37679,335897
1660694400000,2022-08-17 00:00:00,LTC/USDT,61.28,64.72,59.60,60.49,4253926.902,263705040.89701,511092
1660608000000,2022-08-16 00:00:00,LTC/USDT,60.61,61.73,59.93,61.28,2608820.105,158826083.64944,334264
1660521600000,2022-08-15 00:00:00,LTC/USDT,63.10,65.29,59.55,60.62,3319954.169,205662507.65170,401300
1660435200000,2022-08-14 00:00:00,LTC/USDT,63.76,65.81,62.29,63.09,2913511.301,187380191.37415,379396
1660348800000,2022-08-13 00:00:00,LTC/USDT,62.85,65.65,62.60,63.76,2472203.665,158438327.73350,338562
1660262400000,2022-08-12 00:00:00,LTC/USDT,61.82,63.05,60.59,62.84,1771684.037,109345984.02763,255364
1660176000000,2022-08-11 00:00:00,LTC/USDT,61.57,63.45,61.44,61.82,2243474.564,139800682.19567,290696
1660089600000,2022-08-10 00:00:00,LTC/USDT,59.11,62.29,57.39,61.57,2617981.846,157513783.38327,350035
1660003200000,2022-08-09 00:00:00,LTC/USDT,62.57,62.83,58.14,59.11,2150419.735,129928701.82328,310197
1659916800000,2022-08-08 00:00:00,LTC/USDT,61.07,64.13,60.76,62.57,1999807.460,125600867.34150,284709
1659830400000,2022-08-07 00:00:00,LTC/USDT,60.80,62.00,59.78,61.06,1449702.058,88512806.57631,207568
1659744000000,2022-08-06 00:00:00,LTC/USDT,62.46,62.59,60.46,60.80,1194201.608,73347222.09420,190005
1659657600000,2022-08-05 00:00:00,LTC/USDT,59.61,62.59,59.57,62.45,2330785.249,142902588.83916,321847
1659571200000,2022-08-04 00:00:00,LTC/USDT,57.70,60.79,57.53,59.61,2276900.619,134542586.18791,323389
1659484800000,2022-08-03 00:00:00,LTC/USDT,58.04,60.11,56.66,57.70,1994815.949,116755754.26787,302215
1659398400000,2022-08-02 00:00:00,LTC/USDT,59.43,59.83,56.57,58.04,2235067.153,129718963.43655,324328
1659312000000,2022-08-01 00:00:00,LTC/USDT,59.70,60.71,58.21,59.43,1992756.329,118291913.62807,292139
1659225600000,2022-07-31 00:00:00,LTC/USDT,60.42,63.02,59.48,59.71,1957662.935,119979668.99645,308461
1659139200000,2022-07-30 00:00:00,LTC/USDT,60.62,64.06,59.86,60.40,2781657.071,172278911.51991,407533
1659052800000,2022-07-29 00:00:00,LTC/USDT,63.39,64.59,59.69,60.61,3094428.682,191794319.97139,419452
1658966400000,2022-07-28 00:00:00,LTC/USDT,58.99,64.31,57.90,63.40,3478355.368,212420258.16397,470933
1658880000000,2022-07-27 00:00:00,LTC/USDT,53.84,59.09,52.96,58.98,2664811.609,148399912.56660,356896
1658793600000,2022-07-26 00:00:00,LTC/USDT,53.93,54.12,51.90,53.84,2239831.940,118673436.19410,314652
1658707200000,2022-07-25 00:00:00,LTC/USDT,58.34,58.99,53.83,53.93,2621784.589,147346090.58014,350748
1658620800000,2022-07-24 00:00:00,LTC/USDT,56.28,59.80,56.26,58.33,2274475.198,132383666.49171,338267
1658534400000,2022-07-23 00:00:00,LTC/USDT,56.05,57.22,54.44,56.28,1684419.224,93987396.93178,268269
1658448000000,2022-07-22 00:00:00,LTC/USDT,57.99,59.18,55.46,56.05,2251053.912,130042567.17989,335529
1658361600000,2022-07-21 00:00:00,LTC/USDT,57.16,58.63,55.11,57.99,2756413.968,156113900.74757,378594
1658275200000,2022-07-20 00:00:00,LTC/USDT,57.88,61.73,56.34,57.16,4377649.106,257891900.63338,556704
1658188800000,2022-07-19 00:00:00,LTC/USDT,58.55,59.61,55.78,57.87,3170115.729,182237703.15818,452004
1658102400000,2022-07-18 00:00:00,LTC/USDT,55.73,59.31,55.20,58.55,3281973.972,188927992.44814,438249
1658016000000,2022-07-17 00:00:00,LTC/USDT,55.05,57.00,54.32,55.75,2630545.485,146049627.21604,343333
1657929600000,2022-07-16 00:00:00,LTC/USDT,51.74,55.55,51.03,55.06,2240584.761,118837149.98425,292168
1657843200000,2022-07-15 00:00:00,LTC/USDT,51.29,52.73,50.61,51.75,2310897.713,119074162.59655,322975
1657756800000,2022-07-14 00:00:00,LTC/USDT,49.50,51.74,47.92,51.29,2288760.327,113481383.07246,327755
1657670400000,2022-07-13 00:00:00,LTC/USDT,47.27,49.71,46.20,49.50,3039764.370,145845533.55872,387559
1657584000000,2022-07-12 00:00:00,LTC/USDT,48.65,49.31,47.21,47.28,2215169.688,106934244.10345,293113
1657497600000,2022-07-11 00:00:00,LTC/USDT,52.08,52.23,48.20,48.65,2512696.644,127205797.79286,343177
1657411200000,2022-07-10 00:00:00,LTC/USDT,54.05,55.03,50.60,52.09,5092713.314,271767477.60299,520629
1657324800000,2022-07-09 00:00:00,LTC/USDT,51.29,54.83,51.28,54.05,2057805.669,108353572.81634,282512
1657238400000,2022-07-08 00:00:00,LTC/USDT,52.13,53.96,50.74,51.30,3112668.641,162483711.16189,389281
1657152000000,2022-07-07 00:00:00,LTC/USDT,50.32,52.62,49.75,52.13,2386270.467,121446701.54542,297736
1657065600000,2022-07-06 00:00:00,LTC/USDT,49.66,51.20,48.90,50.32,2537559.435,126855031.07079,302364
1656979200000,2022-07-05 00:00:00,LTC/USDT,52.22,52.46,47.86,49.67,3552572.499,177690306.16910,402639
1656892800000,2022-07-04 00:00:00,LTC/USDT,50.91,52.39,49.65,52.23,2119633.881,108029831.29759,276645
1656806400000,2022-07-03 00:00:00,LTC/USDT,50.51,52.15,49.07,50.92,2257124.374,113457752.36765,288098
1656720000000,2022-07-02 00:00:00,LTC/USDT,51.16,51.63,49.71,50.51,2171223.962,109846479.41687,293567
1656633600000,2022-07-01 00:00:00,LTC/USDT,53.80,56.47,50.00,51.16,3908016.105,203791354.26006,491750
1656547200000,2022-06-30 00:00:00,LTC/USDT,53.64,54.00,50.06,53.80,3665835.745,189415560.03467,451965
1656460800000,2022-06-29 00:00:00,LTC/USDT,52.67,54.42,51.31,53.65,3055555.155,161102811.09580,380346
1656374400000,2022-06-28 00:00:00,LTC/USDT,55.86,57.00,52.50,52.67,2808195.743,153899227.51718,362620
1656288000000,2022-06-27 00:00:00,LTC/USDT,56.56,58.58,54.73,55.86,2424053.088,137486431.12720,329074
1656201600000,2022-06-26 00:00:00,LTC/USDT,58.86,60.50,56.52,56.56,3017562.011,177056766.12808,404060
1656115200000,2022-06-25 00:00:00,LTC/USDT,55.79,59.77,54.53,58.87,3076274.832,175532653.96071,418419
1656028800000,2022-06-24 00:00:00,LTC/USDT,55.70,57.34,54.30,55.80,2952657.860,164879356.84288,402702
1655942400000,2022-06-23 00:00:00,LTC/USDT,52.11,56.78,51.84,55.71,3821521.487,209307875.33292,476086
1655856000000,2022-06-22 00:00:00,LTC/USDT,53.51,53.52,50.38,52.11,3146375.387,163118243.18991,447253
1655769600000,2022-06-21 00:00:00,LTC/USDT,52.72,55.66,51.81,53.50,3942245.741,210792398.79897,551589
1655683200000,2022-06-20 00:00:00,LTC/USDT,54.27,54.78,51.27,52.73,5803518.359,304910460.47117,742378
1655596800000,2022-06-19 00:00:00,LTC/USDT,47.13,56.41,44.86,54.26,9935387.099,506603694.07956,1166298
1655510400000,2022-06-18 00:00:00,LTC/USDT,47.56,48.32,41.45,47.11,5551453.632,251006865.64557,694102
1655424000000,2022-06-17 00:00:00,LTC/USDT,44.76,48.37,44.38,47.56,3579218.803,166821643.88899,446070
1655337600000,2022-06-16 00:00:00,LTC/USDT,50.64,51.20,43.92,44.76,4069951.324,189900491.58318,562864
1655251200000,2022-06-15 00:00:00,LTC/USDT,46.13,50.97,41.59,50.63,5890377.723,265789459.58368,859393
1655164800000,2022-06-14 00:00:00,LTC/USDT,43.43,46.49,40.29,46.13,5498378.004,242991052.93132,829596
1655078400000,2022-06-13 00:00:00,LTC/USDT,47.89,48.27,40.95,43.44,8576318.440,375122610.15412,1083281
1654992000000,2022-06-12 00:00:00,LTC/USDT,52.14,52.60,47.23,47.88,3788279.747,189588158.01717,528328
1654905600000,2022-06-11 00:00:00,LTC/USDT,56.62,57.75,51.60,52.14,3503364.535,190034442.48468,520923
1654819200000,2022-06-10 00:00:00,LTC/USDT,60.18,60.38,55.50,56.63,2862894.962,166346576.05141,428873
1654732800000,2022-06-09 00:00:00,LTC/USDT,61.34,62.37,59.11,60.17,2006614.710,122500468.06123,309861
1654646400000,2022-06-08 00:00:00,LTC/USDT,63.79,64.46,61.00,61.34,2497900.526,155680995.10289,360851
1654560000000,2022-06-07 00:00:00,LTC/USDT,64.40,65.46,60.06,63.78,2413493.559,150740106.23205,410878
1654473600000,2022-06-06 00:00:00,LTC/USDT,63.10,66.52,62.86,64.40,1830696.557,119000966.96146,314642
1654387200000,2022-06-05 00:00:00,LTC/USDT,63.70,63.88,61.63,63.10,1213600.490,76309921.96541,224708
1654300800000,2022-06-04 00:00:00,LTC/USDT,62.57,64.34,61.18,63.71,1058535.805,66390493.45380,211011
1654214400000,2022-06-03 00:00:00,LTC/USDT,64.38,64.86,61.32,62.58,1626131.516,102063921.00725,300835
1654128000000,2022-06-02 00:00:00,LTC/USDT,62.67,64.73,62.01,64.39,1654847.188,104716724.70167,313516
1654041600000,2022-06-01 00:00:00,LTC/USDT,68.38,70.62,61.62,62.66,2875003.839,190886838.17271,473684
1653955200000,2022-05-31 00:00:00,LTC/USDT,69.05,69.75,66.67,68.36,1954175.399,133737667.00895,327082
1653868800000,2022-05-30 00:00:00,LTC/USDT,63.61,69.81,63.22,69.09,2315909.337,154174088.98850,343729
1653782400000,2022-05-29 00:00:00,LTC/USDT,63.01,64.38,61.81,63.61,1702266.383,107444544.55581,245453
1653696000000,2022-05-28 00:00:00,LTC/USDT,61.55,63.99,61.22,63.00,1729379.947,108507222.04960,276151
1653609600000,2022-05-27 00:00:00,LTC/USDT,63.34,64.07,60.88,61.55,3367714.743,210366539.66982,519417
1653523200000,2022-05-26 00:00:00,LTC/USDT,68.18,68.78,60.31,63.35,3630846.408,234042049.38328,520512
1653436800000,2022-05-25 00:00:00,LTC/USDT,70.23,71.67,67.78,68.18,2005832.937,138940550.26950,317982
1653350400000,2022-05-24 00:00:00,LTC/USDT,69.02,70.84,67.02,70.23,2353626.167,162777364.91744,355489
1653264000000,2022-05-23 00:00:00,LTC/USDT,71.63,73.95,68.25,69.01,3084434.424,221163451.58807,461630
1653177600000,2022-05-22 00:00:00,LTC/USDT,69.80,72.50,69.33,71.64,1474646.013,104817868.71944,265779
1653091200000,2022-05-21 00:00:00,LTC/USDT,68.52,70.66,67.76,69.80,1500347.352,104091768.47269,275687
1653004800000,2022-05-20 00:00:00,LTC/USDT,72.10,73.38,66.71,68.53,3400637.278,236693795.96436,542934
1652918400000,2022-05-19 00:00:00,LTC/USDT,65.92,72.66,64.56,72.10,2843978.877,196428610.41253,521182
1652832000000,2022-05-18 00:00:00,LTC/USDT,73.05,74.31,65.68,65.93,3170699.815,220944020.70087,545881
1652745600000,2022-05-17 00:00:00,LTC/USDT,67.17,73.86,66.91,73.06,3051767.946,217294031.23019,524726
1652659200000,2022-05-16 00:00:00,LTC/USDT,71.49,71.58,64.87,67.16,2176088.146,146312586.35900,421313
1652572800000,2022-05-15 00:00:00,LTC/USDT,68.83,71.72,65.90,71.49,1806665.452,123618001.13055,365825
1652486400000,2022-05-14 00:00:00,LTC/USDT,67.83,70.26,64.10,68.83,2069488.765,138702342.44890,419465
1652400000000,2022-05-13 00:00:00,LTC/USDT,64.38,73.20,63.12,67.84,3546499.917,245560671.11188,703578
1652313600000,2022-05-12 00:00:00,LTC/USDT,66.56,69.87,54.28,64.38,7416759.629,458366852.75116,1581018
1652227200000,2022-05-11 00:00:00,LTC/USDT,80.12,82.77,64.00,66.57,6744274.322,499305166.91962,1441895
1652140800000,2022-05-10 00:00:00,LTC/USDT,76.07,84.95,73.06,80.13,5381381.799,429969738.63171,1224464
1652054400000,2022-05-09 00:00:00,LTC/USDT,93.85,94.90,74.97,76.05,4847336.431,408065930.24485,1085505
1651968000000,2022-05-08 00:00:00,LTC/USDT,94.22,95.74,91.34,93.84,1923612.832,179829763.01010,475517
1651881600000,2022-05-07 00:00:00,LTC/USDT,96.65,97.40,92.50,94.23,1407474.786,134548985.66356,362671
1651795200000,2022-05-06 00:00:00,LTC/USDT,96.80,98.37,92.43,96.65,2076806.380,199047153.60218,553914
1651708800000,2022-05-05 00:00:00,LTC/USDT,106.22,106.83,94.66,96.81,2368764.324,236457790.24234,591110
1651622400000,2022-05-04 00:00:00,LTC/USDT,99.29,107.16,98.94,106.22,1960093.772,201756749.97493,489410
1651536000000,2022-05-03 00:00:00,LTC/USDT,100.61,101.38,97.34,99.30,1418151.744,141699914.12948,356499
1651449600000,2022-05-02 00:00:00,LTC/USDT,99.18,101.88,98.22,100.62,1587084.622,158584689.58573,422021
1651363200000,2022-05-01 00:00:00,LTC/USDT,95.72,100.00,94.30,99.18,1615905.350,157285760.10613,457664
1651276800000,2022-04-30 00:00:00,LTC/USDT,100.33,101.58,93.70,95.72,1546187.911,152622355.44571,460704
1651190400000,2022-04-29 00:00:00,LTC/USDT,103.26,104.37,98.23,100.32,1703566.081,172450411.46718,505246
1651104000000,2022-04-28 00:00:00,LTC/USDT,100.54,104.37,99.60,103.25,2060907.292,210076359.97945,525587
1651017600000,2022-04-27 00:00:00,LTC/USDT,98.50,101.93,97.61,100.54,1606060.463,160545191.08166,457255
1650931200000,2022-04-26 00:00:00,LTC/USDT,104.50,105.36,96.11,98.51,2050867.021,208386592.97794,558868
1650844800000,2022-04-25 00:00:00,LTC/USDT,104.43,104.89,98.06,104.49,2688717.780,272572392.06328,622171
1650758400000,2022-04-24 00:00:00,LTC/USDT,105.11,105.86,103.43,104.43,996620.316,104462135.54313,286958
1650672000000,2022-04-23 00:00:00,LTC/USDT,105.31,107.17,104.23,105.12,979583.008,103861125.67236,290339
1650585600000,2022-04-22 00:00:00,LTC/USDT,106.59,108.64,104.63,105.30,1678596.759,179526312.65616,427317
1650499200000,2022-04-21 00:00:00,LTC/USDT,111.82,114.50,105.26,106.61,1873957.416,208049339.43140,496203
1650412800000,2022-04-20 00:00:00,LTC/USDT,113.77,114.15,110.61,111.81,1526710.806,171535588.50012,391548
1650326400000,2022-04-19 00:00:00,LTC/USDT,111.19,114.13,110.56,113.77,1368840.361,153563209.67285,386954
1650240000000,2022-04-18 00:00:00,LTC/USDT,108.69,111.48,105.16,111.19,1901813.157,205076016.46816,442609
1650153600000,2022-04-17 00:00:00,LTC/USDT,114.30,115.10,108.15,108.69,1754274.889,197755211.99678,405038
1650067200000,2022-04-16 00:00:00,LTC/USDT,110.86,114.77,110.07,114.31,1462836.934,163980012.56463,339474
1649980800000,2022-04-15 00:00:00,LTC/USDT,107.32,112.86,106.95,110.85,1828050.883,202178821.63679,448514
1649894400000,2022-04-14 00:00:00,LTC/USDT,110.46,112.30,105.89,107.32,1528813.962,166495169.99849,417073
1649808000000,2022-04-13 00:00:00,LTC/USDT,104.77,110.74,103.80,110.47,2270216.917,244653364.53210,588174
1649721600000,2022-04-12 00:00:00,LTC/USDT,102.42,105.68,101.60,104.78,1516942.976,157545550.46697,446717
1649635200000,2022-04-11 00:00:00,LTC/USDT,110.23,110.56,101.72,102.42,2234206.483,236050076.94369,578762
1649548800000,2022-04-10 00:00:00,LTC/USDT,112.62,114.39,109.92,110.23,997409.516,112167231.73991,281391
1649462400000,2022-04-09 00:00:00,LTC/USDT,110.60,112.89,109.88,112.62,857049.914,95402566.76104,266341
1649376000000,2022-04-08 00:00:00,LTC/USDT,113.99,115.21,109.46,110.60,1761163.274,199198292.45866,451289
1649289600000,2022-04-07 00:00:00,LTC/USDT,111.59,114.93,110.00,113.99,1421123.840,160674381.35453,422584
1649203200000,2022-04-06 00:00:00,LTC/USDT,122.70,123.12,111.14,111.59,2437044.550,285771859.39637,645626
1649116800000,2022-04-05 00:00:00,LTC/USDT,124.70,127.34,122.43,122.69,1291501.187,161315188.64951,322836
1649030400000,2022-04-04 00:00:00,LTC/USDT,128.74,128.90,121.05,124.70,1636400.519,204207302.30450,405890
1648944000000,2022-04-03 00:00:00,LTC/USDT,124.83,129.54,123.57,128.77,1226839.696,155417719.01498,336906
1648857600000,2022-04-02 00:00:00,LTC/USDT,124.84,128.35,123.51,124.83,1437429.463,181445279.81445,388210
1648771200000,2022-04-01 00:00:00,LTC/USDT,123.85,126.38,119.00,124.85,1666036.811,205173983.71170,411887
1648684800000,2022-03-31 00:00:00,LTC/USDT,131.07,132.87,120.57,123.87,2752620.263,348391653.93186,640278
1648598400000,2022-03-30 00:00:00,LTC/USDT,130.00,134.13,125.34,131.07,1868050.290,244155705.79602,471917
1648512000000,2022-03-29 00:00:00,LTC/USDT,127.47,131.97,126.99,130.00,1577403.267,204336424.75595,367928
1648425600000,2022-03-28 00:00:00,LTC/USDT,129.56,132.63,126.51,127.42,1857206.513,242812722.85936,458808
1648339200000,2022-03-27 00:00:00,LTC/USDT,124.71,129.78,123.15,129.56,1439933.788,181501070.86500,382091
1648252800000,2022-03-26 00:00:00,LTC/USDT,123.86,125.49,121.84,124.72,986296.288,122156120.33578,283209
1648166400000,2022-03-25 00:00:00,LTC/USDT,126.47,127.22,121.46,123.85,1758090.086,219983961.54006,381977
1648080000000,2022-03-24 00:00:00,LTC/USDT,122.37,127.68,119.94,126.45,2028478.278,250390489.90024,463880
1647993600000,2022-03-23 00:00:00,LTC/USDT,122.69,124.44,118.51,122.37,1890286.887,228492652.46519,432822
1647907200000,2022-03-22 00:00:00,LTC/USDT,116.01,123.64,115.48,122.69,2488190.257,300423167.62465,524442
1647820800000,2022-03-21 00:00:00,LTC/USDT,114.79,116.76,113.04,116.00,1587607.178,182591334.39558,414321
1647734400000,2022-03-20 00:00:00,LTC/USDT,116.62,118.43,111.18,114.78,1853181.040,212535489.66916,447823
1647648000000,2022-03-19 00:00:00,LTC/USDT,111.87,117.20,111.30,116.61,1440070.768,163152102.32492,316191
1647561600000,2022-03-18 00:00:00,LTC/USDT,110.17,112.94,107.66,111.87,1162696.346,128156678.88682,318668
1647475200000,2022-03-17 00:00:00,LTC/USDT,111.19,111.58,108.50,110.17,1090522.760,120167339.83815,268954
1647388800000,2022-03-16 00:00:00,LTC/USDT,106.81,112.25,105.57,111.20,2065232.455,223772302.62657,500476
1647302400000,2022-03-15 00:00:00,LTC/USDT,105.50,108.59,102.35,106.81,1710569.282,180454598.47666,341322
1647216000000,2022-03-14 00:00:00,LTC/USDT,101.59,106.33,100.75,105.50,1713271.625,177710602.47123,350939
1647129600000,2022-03-13 00:00:00,LTC/USDT,105.47,107.36,100.86,101.60,1301227.016,136245283.06337,325735
1647043200000,2022-03-12 00:00:00,LTC/USDT,104.39,107.89,104.38,105.47,1253203.157,132879424.72000,292720
1646956800000,2022-03-11 00:00:00,LTC/USDT,102.47,106.89,99.58,104.39,1981125.332,204912458.33301,448225
1646870400000,2022-03-10 00:00:00,LTC/USDT,106.83,106.98,99.40,102.46,1967479.973,201281418.92012,444571
1646784000000,2022-03-09 00:00:00,LTC/USDT,100.63,109.27,100.31,106.83,1812307.484,192552729.40012,420015
1646697600000,2022-03-08 00:00:00,LTC/USDT,98.24,102.40,97.65,100.61,1773870.613,177834128.89673,408846
1646611200000,2022-03-07 00:00:00,LTC/USDT,101.02,103.84,96.11,98.25,2075023.345,207303792.73307,465718
1646524800000,2022-03-06 00:00:00,LTC/USDT,104.78,105.82,100.53,101.02,1423048.838,146734510.70483,356851
1646438400000,2022-03-05 00:00:00,LTC/USDT,100.90,105.24,99.22,104.79,1481423.892,151923618.89134,340256
1646352000000,2022-03-04 00:00:00,LTC/USDT,111.60,112.58,98.88,100.91,2474410.131,261228584.16938,544085
1646265600000,2022-03-03 00:00:00,LTC/USDT,110.25,112.99,107.70,111.60,2322937.427,257089542.11303,523260
1646179200000,2022-03-02 00:00:00,LTC/USDT,112.57,114.64,109.01,110.26,2085527.619,232568655.23171,502233
1646092800000,2022-03-01 00:00:00,LTC/USDT,113.61,116.00,109.76,112.57,2367165.689,266669011.23427,514800
1646006400000,2022-02-28 00:00:00,LTC/USDT,102.91,113.85,100.97,113.62,2340783.986,249286704.53226,518623
1645920000000,2022-02-27 00:00:00,LTC/USDT,108.14,110.07,101.02,102.89,1799839.737,190591416.49525,446707
1645833600000,2022-02-26 00:00:00,LTC/USDT,109.17,116.97,106.46,108.17,1782336.606,196511429.07740,442190
1645747200000,2022-02-25 00:00:00,LTC/USDT,104.11,110.64,101.51,109.17,2192266.699,230873822.88887,461067
1645660800000,2022-02-24 00:00:00,LTC/USDT,105.29,108.32,91.32,104.10,4899464.648,481499830.64379,890333
1645574400000,2022-02-23 00:00:00,LTC/USDT,107.40,111.40,104.77,105.29,1717388.713,186155166.88816,401370
1645488000000,2022-02-22 00:00:00,LTC/USDT,102.64,107.83,100.10,107.41,2227892.545,231707981.33022,464387
1645401600000,2022-02-21 00:00:00,LTC/USDT,110.55,114.48,101.85,102.67,2684981.478,294099289.74162,561776
1645315200000,2022-02-20 00:00:00,LTC/USDT,115.49,115.67,108.31,110.53,1645725.125,182203909.25602,360757
1645228800000,2022-02-19 00:00:00,LTC/USDT,114.72,117.11,112.87,115.50,1335319.578,154028853.94682,299684
1645142400000,2022-02-18 00:00:00,LTC/USDT,116.26,123.45,114.05,114.72,2946211.570,348155754.40945,578584
1645056000000,2022-02-17 00:00:00,LTC/USDT,127.63,128.89,114.68,116.25,2022965.972,247180758.78097,497112
1644969600000,2022-02-16 00:00:00,LTC/USDT,131.57,131.77,125.36,127.63,1344257.860,172568731.32614,367702
1644883200000,2022-02-15 00:00:00,LTC/USDT,124.50,132.48,123.87,131.57,1570380.034,203321519.59368,430462
1644796800000,2022-02-14 00:00:00,LTC/USDT,125.56,126.96,121.30,124.50,1552853.265,192624611.21086,411392
1644710400000,2022-02-13 00:00:00,LTC/USDT,126.64,128.78,123.36,125.58,1270522.081,160329540.26414,336958
1644624000000,2022-02-12 00:00:00,LTC/USDT,125.53,127.55,120.70,126.65,1664326.012,207278544.10704,442419
1644537600000,2022-02-11 00:00:00,LTC/USDT,134.48,134.65,124.76,125.53,2429752.154,318034993.47642,574715
1644451200000,2022-02-10 00:00:00,LTC/USDT,139.97,143.75,133.68,134.47,2929542.432,406210051.87417,680875
1644364800000,2022-02-09 00:00:00,LTC/USDT,133.59,140.90,131.88,139.96,2347438.437,323269104.26431,553504
1644278400000,2022-02-08 00:00:00,LTC/USDT,137.27,142.79,130.40,133.60,3468639.304,471666199.06390,689746
1644192000000,2022-02-07 00:00:00,LTC/USDT,127.51,139.77,124.92,137.26,2667381.076,352119654.40556,566899
1644105600000,2022-02-06 00:00:00,LTC/USDT,121.70,128.00,120.52,127.52,1897028.127,235535067.94683,407899
1644019200000,2022-02-05 00:00:00,LTC/USDT,121.25,123.75,118.78,121.69,1817089.844,220860357.90479,400774
1643932800000,2022-02-04 00:00:00,LTC/USDT,110.90,121.38,108.65,121.21,2527523.119,289472948.48484,502455
1643846400000,2022-02-03 00:00:00,LTC/USDT,108.19,110.97,105.22,110.89,1629038.617,175801722.75951,382625
1643760000000,2022-02-02 00:00:00,LTC/USDT,115.04,115.96,107.16,108.18,1943689.284,217929018.44009,438932
1643673600000,2022-02-01 00:00:00,LTC/USDT,109.43,116.77,108.15,115.03,2075870.995,232140956.73275,458548
1643587200000,2022-01-31 00:00:00,LTC/USDT,108.40,111.24,104.13,109.42,1871703.487,200622087.89747,413308
1643500800000,2022-01-30 00:00:00,LTC/USDT,110.75,112.19,106.89,108.40,1254061.471,137359918.03085,307679
1643414400000,2022-01-29 00:00:00,LTC/USDT,109.36,112.33,107.42,110.75,1195197.172,131236312.45518,326441
1643328000000,2022-01-28 00:00:00,LTC/USDT,106.84,110.00,105.15,109.34,1613466.928,173063990.04142,387922
1643241600000,2022-01-27 00:00:00,LTC/USDT,106.92,109.93,102.80,106.84,2020455.603,214849712.63814,512480
1643155200000,2022-01-26 00:00:00,LTC/USDT,107.78,116.54,104.43,106.92,2645869.737,291279726.08267,640657
1643068800000,2022-01-25 00:00:00,LTC/USDT,109.47,109.80,105.09,107.77,2157479.862,232324182.77144,516923
1642982400000,2022-01-24 00:00:00,LTC/USDT,112.19,112.22,97.37,109.48,5083749.359,525884087.62637,1003090
1642896000000,2022-01-23 00:00:00,LTC/USDT,108.36,112.76,105.50,112.18,2862508.118,310881841.07603,590445
1642809600000,2022-01-22 00:00:00,LTC/USDT,114.47,116.99,96.15,108.35,6494577.165,696689819.96796,1190951
1642723200000,2022-01-21 00:00:00,LTC/USDT,129.59,131.02,109.70,114.47,4165453.013,503465120.79666,970891
1642636800000,2022-01-20 00:00:00,LTC/USDT,136.20,142.73,128.75,129.57,2109653.642,290553580.24911,543393
1642550400000,2022-01-19 00:00:00,LTC/USDT,141.33,142.90,133.01,136.20,2230537.517,305121949.51436,534021
1642464000000,2022-01-18 00:00:00,LTC/USDT,151.09,153.35,138.50,141.34,3367263.006,484709755.54804,710557
1642377600000,2022-01-17 00:00:00,LTC/USDT,146.34,153.79,144.13,151.09,4169947.576,623481907.44336,886442
1642291200000,2022-01-16 00:00:00,LTC/USDT,147.55,148.89,143.00,146.34,1339999.988,195623140.70909,374090
1642204800000,2022-01-15 00:00:00,LTC/USDT,144.71,150.94,143.96,147.56,1933187.337,285602349.58249,485477
1642118400000,2022-01-14 00:00:00,LTC/USDT,136.64,146.44,135.67,144.70,2701135.712,382822267.16604,587478
1642032000000,2022-01-13 00:00:00,LTC/USDT,141.89,142.26,134.47,136.69,1689266.319,233148084.67505,454807
1641945600000,2022-01-12 00:00:00,LTC/USDT,131.53,142.16,130.83,141.89,1525369.942,207761910.31540,427096
1641859200000,2022-01-11 00:00:00,LTC/USDT,126.43,133.49,125.69,131.52,1534826.935,198783463.11034,361965
1641772800000,2022-01-10 00:00:00,LTC/USDT,130.86,131.48,120.50,126.41,2450535.083,309122634.83448,522470
1641686400000,2022-01-09 00:00:00,LTC/USDT,129.40,132.50,127.61,130.86,1263452.389,164652967.15836,300024
1641600000000,2022-01-08 00:00:00,LTC/USDT,131.36,134.73,124.69,129.40,1894202.859,247063838.46331,444575
1641513600000,2022-01-07 00:00:00,LTC/USDT,135.86,136.46,125.64,131.36,2902075.972,382174617.24726,605409
1641427200000,2022-01-06 00:00:00,LTC/USDT,135.22,138.05,132.36,135.88,2209205.620,298795310.76067,497791
1641340800000,2022-01-05 00:00:00,LTC/USDT,146.45,150.00,129.50,135.21,2294175.393,326509106.97928,541177
1641254400000,2022-01-04 00:00:00,LTC/USDT,148.44,151.58,145.07,146.45,1320610.541,196223305.22452,352180
1641168000000,2022-01-03 00:00:00,LTC/USDT,151.15,151.20,145.95,148.43,1254364.788,187116782.09575,346450
1641081600000,2022-01-02 00:00:00,LTC/USDT,150.73,153.35,147.82,151.13,980673.268,147557205.66747,314259
1640995200000,2022-01-01 00:00:00,LTC/USDT,146.19,150.98,146.08,150.74,901208.510,134002354.75101,309885
1640908800000,2021-12-31 00:00:00,LTC/USDT,147.89,152.74,143.62,146.17,1416754.764,210426945.73866,409330
1640822400000,2021-12-30 00:00:00,LTC/USDT,145.51,149.90,142.51,147.88,1381884.430,202952229.60651,377728
